quote_datetime,strike_price,w,trade_size,trade_price,trade_iv,spot_price,days_to_maturity
2024-10-08 03:00:14.517,5420.0,put,11,3.0,0.3,5687.2176,2
2024-10-08 03:01:17.984,5800.0,call,1,2.9,0.1603,5685.128,1
2024-10-08 03:01:25.327,5950.0,call,11,2.45,0.1156,5684.4812,15
2024-10-08 03:01:32.013,5425.0,put,19,3.3,0.2976,5683.2373,2
2024-10-08 03:01:40.763,5500.0,put,5,6.5,0.2683,5683.0383,2
2024-10-08 03:01:42.954,5760.0,call,12,14.8,0.1742,5682.9388,2
2024-10-08 03:01:42.954,5760.0,call,2,14.8,0.1742,5682.9388,2
2024-10-08 03:01:42.954,5760.0,call,2,14.8,0.1742,5682.9388,2
2024-10-08 03:01:45.256,4000.0,put,1,2.2,0.608,5682.69,21
2024-10-08 03:02:39.558,5600.0,put,1,22.2,0.1916,5683.7349,5
2024-10-08 03:03:49.496,5750.0,call,13,12.8,0.1805,5683.3368,1
2024-10-08 03:03:49.497,5750.0,call,3,12.8,0.1805,5683.3368,1
2024-10-08 03:04:15.555,5720.0,call,2,31.9,0.1911,5684.3817,2
2024-10-08 03:04:19.390,5750.0,call,2,13.0,0.1799,5684.3817,1
2024-10-08 03:10:01.422,5720.0,call,3,33.8,0.1899,5689.4069,2
2024-10-08 03:10:01.422,5750.0,call,1,14.4,0.1802,5689.4069,1
2024-10-08 03:10:04.048,6100.0,call,2,24.92,0.1265,5689.9541,72
2024-10-08 03:10:04.048,6225.0,call,1,10.24,0.1219,5689.9541,72
2024-10-08 03:10:04.048,6000.0,call,1,48.2,0.1339,5689.9541,72
2024-10-08 03:11:30.008,5820.0,call,12,1.6,0.154,5691.0985,1
2024-10-08 03:11:37.686,5720.0,call,3,34.5,0.1895,5691.0985,2
2024-10-08 03:11:44.035,5655.0,put,2,27.4,0.2134,5691.0985,2
2024-10-08 03:12:24.973,5500.0,put,1,5.9,0.2685,5689.6059,2
2024-10-08 03:12:24.973,5500.0,put,2,5.9,0.2685,5689.6059,2
2024-10-08 03:12:24.973,5500.0,put,2,5.9,0.2685,5689.6059,2
2024-10-08 03:13:40.716,5425.0,put,18,3.1,0.2983,5687.9142,2
2024-10-08 03:14:54.311,5620.0,put,2,20.7,0.2269,5686.4216,2
2024-10-08 03:16:29.346,5550.0,put,1,79.4,0.2052,5686.2226,37
2024-10-08 03:17:00.977,5720.0,call,2,32.2,0.1905,5685.725,2
