quote_datetime,strike_price,w,trade_size,trade_price,trade_iv,spot_price,days_to_maturity
2024-10-10 03:00:03.478,4990.0,put,50,1.05,0.4224,5788.5191,7
2024-10-10 03:00:15.916,5795.0,call,1,31.0,0.1288,5788.6191,3
2024-10-10 03:01:32.799,6100.0,call,1,62.7,0.1245,5789.9186,98
2024-10-10 03:01:45.234,5700.0,put,2,9.75,0.1564,5789.9186,3
2024-10-10 03:01:45.234,5880.0,call,2,3.6,0.1087,5789.9186,3
2024-10-10 03:01:45.234,5880.0,call,3,3.6,0.1087,5789.9186,3
2024-10-10 03:01:45.234,5700.0,put,3,9.75,0.1564,5789.9186,3
2024-10-10 03:02:34.099,5870.0,call,1,5.0,0.1103,5789.8186,3
2024-10-10 03:03:55.547,5850.0,call,3,9.25,0.1149,5789.7686,3
2024-10-10 03:03:55.547,5850.0,call,2,9.25,0.1149,5789.7686,3
2024-10-10 03:03:55.547,5730.0,put,3,14.75,0.1478,5789.7686,3
2024-10-10 03:03:55.547,5730.0,put,2,14.75,0.1478,5789.7686,3
2024-10-10 03:04:23.269,5525.0,put,7,130.3,0.1846,5789.7186,161
2024-10-10 03:04:55.679,5820.0,call,3,19.3,0.1228,5789.0689,3
2024-10-10 03:04:55.679,5820.0,call,2,19.3,0.1228,5789.0689,3
2024-10-10 03:04:55.679,5760.0,put,2,22.3,0.1389,5789.0689,3
2024-10-10 03:04:55.679,5760.0,put,3,22.3,0.1389,5789.0689,3
2024-10-10 03:05:15.646,5940.0,call,1,0.77,0.106,5789.9685,4
2024-10-10 03:05:15.646,5900.0,call,1,3.17,0.1103,5789.9685,4
2024-10-10 03:07:57.693,5700.0,put,1,12.85,0.1577,5789.7186,4
2024-10-10 03:07:57.693,5640.0,put,1,6.45,0.1751,5789.7186,4
2024-10-10 03:10:54.021,5545.0,put,1,2.55,0.2057,5787.9694,4
2024-10-10 03:11:59.910,6000.0,call,3,253.3,0.146,5788.2692,252
2024-10-10 03:15:40.471,5780.0,put,2,57.8,0.1293,5787.5695,17
2024-10-10 03:15:53.609,5875.0,call,21,13.8,0.1205,5787.3696,7
2024-10-10 03:15:53.618,5470.0,put,49,16.1,0.2045,5787.3696,20
2024-10-10 03:20:42.194,5300.0,put,1,1.8,0.3022,5787.2696,6
2024-10-10 03:20:42.380,5440.0,put,1,1.2,0.2454,5787.2696,4
2024-10-10 03:20:42.439,5445.0,put,1,1.25,0.2438,5787.2696,4
2024-10-10 03:20:59.206,5700.0,put,8,20.2,0.1578,5787.2197,7
2024-10-10 03:20:59.206,5700.0,put,31,20.2,0.1578,5787.2197,7
2024-10-10 03:21:27.184,5545.0,put,1,2.55,0.2053,5787.3696,4
2024-10-10 03:21:43.151,5555.0,put,1,2.85,0.2026,5787.2197,4
2024-10-10 03:23:50.594,5390.0,put,1,1.5,0.2625,5785.9202,5
2024-10-10 03:23:53.700,5485.0,put,1,0.95,0.2308,5785.7702,3
2024-10-10 03:23:55.783,5785.0,put,1,45.7,0.1384,5785.7702,7
2024-10-10 03:27:17.500,5875.0,call,1,3.8,0.1097,5786.32,3
2024-10-10 03:28:34.216,5750.0,put,4,20.7,0.1419,5785.6203,3
2024-10-10 03:28:34.216,5750.0,put,5,20.7,0.1419,5785.6203,3
2024-10-10 03:28:34.216,5750.0,put,10,20.7,0.1419,5785.6203,3
2024-10-10 03:28:34.216,5780.0,put,5,30.8,0.1336,5785.6203,3
2024-10-10 03:28:34.216,5750.0,put,5,20.7,0.1419,5785.6203,3
2024-10-10 03:28:34.216,5780.0,put,10,30.8,0.1336,5785.6203,3
2024-10-10 03:28:34.216,5780.0,put,5,30.8,0.1336,5785.6203,3
2024-10-10 03:28:34.216,5780.0,put,4,30.8,0.1336,5785.6203,3
2024-10-10 03:28:43.567,5750.0,put,10,20.74,0.1417,5785.4204,3
2024-10-10 03:28:43.567,5780.0,put,10,30.85,0.1334,5785.4204,3
2024-10-10 03:28:43.567,5750.0,put,10,20.74,0.1417,5785.4204,3
2024-10-10 03:28:43.567,5780.0,put,10,30.85,0.1334,5785.4204,3
2024-10-10 03:28:54.690,5490.0,put,1,1.0,0.2289,5785.1705,3
2024-10-10 03:29:00.240,5800.0,call,1,26.64,0.1274,5785.3204,3
2024-10-10 03:29:36.046,5495.0,put,1,1.05,0.2272,5785.1705,3
2024-10-10 03:29:36.057,5640.0,put,20,16.1,0.1628,5785.1705,10
2024-10-10 03:29:36.065,5670.0,put,6,9.8,0.1666,5785.1705,4
2024-10-10 03:30:00.118,2800.0,put,1,12.0,0.4499,5784.6707,252
2024-10-10 03:30:01.454,3550.0,put,1,5.3,0.5158,5783.921,70
2024-10-10 03:30:01.745,5705.0,put,12,14.99,0.1565,5783.921,4
2024-10-10 03:30:01.937,3500.0,put,1,5.0,0.5248,5783.921,70
2024-10-10 03:30:14.332,5790.0,call,1,69.4,0.1278,5784.2209,17
2024-10-10 03:30:34.563,5830.0,call,2,13.39,0.1198,5783.3712,3
2024-10-10 03:30:34.563,5860.0,call,2,5.8,0.1131,5783.3712,3
2024-10-10 03:30:57.604,5950.0,call,1,2.7,0.1166,5782.3716,7
2024-10-10 03:30:57.604,5850.0,call,1,19.88,0.1248,5782.3716,7
2024-10-10 03:30:57.604,5900.0,call,2,7.89,0.1189,5782.3716,7
