quote_datetime,strike_price,w,trade_size,trade_price,trade_iv,spot_price,days_to_maturity
2024-10-11 03:15:57.840,4000.0,put,1,1.4,0.6108,5769.5114,20
2024-10-11 03:16:01.964,5000.0,put,43,0.9,0.4232,5769.4616,6
2024-10-11 03:16:52.021,5760.0,put,1,16.4,0.1087,5770.8548,2
2024-10-11 03:17:25.309,5780.0,call,19,40.2,0.1227,5769.8099,6
2024-10-11 03:17:34.116,5810.0,call,1,18.3,0.1116,5769.6607,4
2024-10-11 03:17:35.143,5805.0,call,1,10.2,0.0939,5769.2626,2
2024-10-11 03:17:39.519,5805.0,call,1,10.1,0.0943,5768.7153,2
2024-10-11 03:17:39.519,5805.0,call,2,10.1,0.0943,5768.7153,2
2024-10-11 03:17:39.565,5805.0,call,6,10.07,0.0941,5768.7153,2
2024-10-11 03:17:46.029,4400.0,put,1,2.85,0.4779,5768.5661,23
2024-10-11 03:17:46.455,5750.0,put,2,14.5,0.1127,5768.4665,2
2024-10-11 03:17:46.455,5720.0,put,2,8.2,0.1228,5768.4665,2
2024-10-11 03:17:53.169,5400.0,put,3,0.3,0.2749,5768.5661,2
2024-10-11 03:17:57.169,3500.0,put,1,5.1,0.5276,5768.0685,69
2024-10-11 03:18:16.303,5500.0,put,1,43.1,0.2113,5768.5661,33
2024-10-11 03:18:24.028,5630.0,put,1,1.75,0.1573,5768.9143,2
2024-10-11 03:18:37.508,5775.0,call,1,24.6,0.1039,5769.3621,2
2024-10-11 03:18:40.971,5850.0,call,1,12.4,0.1121,5769.2626,6
2024-10-11 03:18:41.962,5850.0,call,12,85.5,0.1507,5769.2626,34
2024-10-11 03:19:03.296,5820.0,call,3,5.8,0.0903,5769.2626,2
2024-10-11 03:20:28.539,5775.0,call,1,24.28,0.104,5768.7153,2
2024-10-11 03:21:16.597,5780.0,call,1,71.8,0.128,5768.4665,18
2024-10-11 03:21:21.905,5830.0,call,1,3.6,0.0876,5768.5661,2
2024-10-11 03:21:21.905,5805.0,call,1,9.95,0.0938,5768.5661,2
2024-10-11 03:21:21.905,3700.0,put,1,3.7,0.5425,5768.5661,48
2024-10-11 03:21:43.523,5545.0,put,1,0.75,0.1996,5767.969,2
2024-10-11 03:21:44.435,5275.0,put,1,1.9,0.3128,5767.969,6
2024-10-11 03:21:44.549,5540.0,put,1,0.7,0.2013,5767.969,2
2024-10-11 03:21:44.589,5535.0,put,1,0.7,0.205,5767.969,2
2024-10-11 03:21:53.515,5810.0,call,1,8.25,0.0928,5768.1183,2
2024-10-11 03:22:00.522,5420.0,put,1,1.3,0.2534,5767.8695,4
2024-10-11 03:22:01.002,5800.0,call,1,11.5,0.0949,5767.8695,2
2024-10-11 03:22:01.002,5800.0,call,1,11.5,0.0949,5767.8695,2
2024-10-11 03:22:01.002,5800.0,call,1,11.5,0.0949,5767.8695,2
2024-10-11 03:22:21.000,3800.0,put,1,2.85,0.5603,5767.8695,37
2024-10-11 03:22:23.050,5410.0,put,1,1.25,0.258,5767.571,4
2024-10-11 03:22:24.957,5700.0,put,1,19.2,0.1483,5767.4217,6
2024-10-11 03:22:24.967,4000.0,put,1,1.8,0.577,5767.4217,24
2024-10-11 03:22:29.016,5795.0,call,3,13.7,0.0978,5767.571,2
2024-10-11 03:22:31.691,5775.0,call,1,23.62,0.104,5767.4217,2
2024-10-11 03:22:33.591,5550.0,put,1,0.8,0.1973,5767.4217,2
2024-10-11 03:22:43.014,5780.0,call,1,114.0,0.1657,5767.4217,27
2024-10-11 03:22:58.985,5680.0,put,1,10.1,0.1482,5767.6207,4
2024-10-11 03:23:11.290,5715.0,put,4,7.45,0.1244,5768.367,2
2024-10-11 03:23:11.290,5830.0,call,4,3.7,0.0887,5768.367,2
2024-10-11 03:23:11.290,5815.0,call,4,6.95,0.092,5768.367,2
2024-10-11 03:23:11.290,5730.0,put,4,9.9,0.1192,5768.367,2
2024-10-11 03:23:23.953,5805.0,call,1,10.0,0.0947,5768.168,2
2024-10-11 03:23:29.972,5665.0,put,1,3.1,0.1431,5767.9193,2
2024-10-11 03:23:29.973,5630.0,put,1,1.8,0.1574,5767.9193,2
2024-10-11 03:23:29.976,5705.0,put,2,6.3,0.1283,5767.9193,2
2024-10-11 03:23:29.976,5680.0,put,8,4.0,0.1373,5767.9193,2
2024-10-11 03:23:29.976,5690.0,put,2,4.8,0.1338,5767.9193,2
2024-10-11 03:23:30.002,5665.0,put,9,3.1,0.1431,5767.9193,2
2024-10-11 03:23:43.150,5810.0,call,10,13.35,0.1061,5767.4217,3
2024-10-11 03:23:43.150,5830.0,call,20,7.3,0.101,5767.4217,3
2024-10-11 03:23:43.150,5830.0,call,20,10.9,0.1077,5767.4217,4
2024-10-11 03:23:43.150,5850.0,call,10,6.15,0.1036,5767.4217,4
2024-10-11 03:23:46.457,5775.0,call,1,23.8,0.1045,5767.571,2
2024-10-11 03:23:46.458,5780.0,call,1,21.0,0.1028,5767.571,2
2024-10-11 03:23:49.022,3400.0,put,1,5.3,0.5204,5766.7251,80
2024-10-11 03:24:06.158,4000.0,put,1,3.5,0.5332,5766.6256,34
2024-10-11 03:24:06.333,5485.0,put,1,1.05,0.2255,5765.9788,3
2024-10-11 03:24:06.338,4200.0,put,1,3.5,0.524,5765.9788,27
2024-10-11 03:24:06.340,5725.0,put,1,9.62,0.1213,5765.9788,2
2024-10-11 03:24:06.340,5740.0,put,1,12.72,0.116,5765.9788,2
2024-10-11 03:24:16.144,5715.0,put,8,8.0,0.1249,5765.9788,2
2024-10-11 03:24:16.202,5475.0,put,1,1.0,0.2305,5765.7301,3
2024-10-11 03:24:16.219,5465.0,put,1,0.95,0.2355,5765.7301,3
2024-10-11 03:24:17.124,5950.0,call,1,0.15,0.0989,5765.2325,4
2024-10-11 03:24:20.903,6100.0,call,15,35.7,0.1261,5765.2325,69
2024-10-11 03:24:28.950,4000.0,put,1,3.3,0.5361,5765.3818,33
2024-10-11 03:24:32.395,4000.0,put,1,3.4,0.5329,5765.2325,34
2024-10-11 03:24:38.667,5475.0,put,11,71.6,0.1986,5765.4315,69
2024-10-11 03:24:39.725,5400.0,put,7,14.0,0.2217,5765.5808,20
2024-10-11 03:24:41.191,5700.0,put,1,9.95,0.1378,5765.5808,3
2024-10-11 03:24:41.191,5725.0,put,1,14.45,0.13,5765.5808,3
2024-10-11 03:24:59.893,5765.0,put,8,20.2,0.1072,5765.8296,2
2024-10-11 03:26:00.492,5775.0,call,1,23.3,0.1042,5766.7251,2
2024-10-11 03:26:02.954,5830.0,call,1,10.9,0.1084,5766.7251,4
2024-10-11 03:26:24.964,5765.0,put,8,19.7,0.1071,5766.9242,2
2024-10-11 03:26:27.841,5830.0,call,1,10.8,0.1078,5766.8744,4
2024-10-11 03:26:44.790,5825.0,call,1,12.41,0.1088,5767.4217,4
2024-10-11 03:26:44.790,5625.0,put,1,5.35,0.1663,5767.4217,4
2024-10-11 03:26:44.790,5610.0,put,1,14.99,0.1649,5767.4217,11
2024-10-11 03:26:44.790,5840.0,call,1,23.97,0.1117,5767.4217,11
2024-10-11 03:26:54.427,5690.0,put,2,4.8,0.1339,5768.0188,2
2024-10-11 03:27:08.402,5705.0,put,1,6.24,0.1284,5768.367,2
2024-10-11 03:27:08.402,5825.0,call,1,4.55,0.0893,5768.367,2
2024-10-11 03:27:08.402,5810.0,call,1,8.37,0.0931,5768.367,2
2024-10-11 03:27:08.402,5720.0,put,1,8.22,0.1229,5768.367,2
2024-10-11 03:27:27.758,5800.0,call,1,12.0,0.0958,5768.8646,2
2024-10-11 03:27:32.569,5850.0,call,1,12.3,0.1125,5768.4168,6
2024-10-11 03:27:32.671,5840.0,call,1,2.25,0.0863,5768.4168,2
2024-10-11 03:27:32.696,5800.0,call,5,11.8,0.0956,5768.4168,2
2024-10-11 03:27:32.729,5790.0,call,1,16.2,0.0991,5768.4168,2
2024-10-11 03:27:34.026,5835.0,call,9,32.8,0.1175,5768.4168,13
2024-10-11 03:28:52.879,5770.0,call,1,27.09,0.1059,5768.3173,2
2024-10-11 03:29:03.865,5820.0,call,1,10.2,0.1028,5768.6158,3
2024-10-11 03:29:28.555,4500.0,put,49,1.3,0.5199,5768.7651,13
2024-10-11 03:29:28.630,5455.0,put,10,3.2,0.2335,5768.7651,6
2024-10-11 03:29:28.640,5475.0,put,10,3.5,0.2253,5768.7651,6
2024-10-11 03:29:34.041,5710.0,put,10,43.1,0.1431,5769.0138,18
2024-10-11 03:29:34.423,5575.0,put,21,3.1,0.184,5769.5114,4
2024-10-11 03:29:34.848,6550.0,call,1,2.3,0.1288,5769.4616,69
2024-10-11 03:29:41.076,5720.0,put,1,8.07,0.1228,5768.9143,2
2024-10-11 03:29:41.076,5825.0,call,1,4.6,0.0889,5768.9143,2
2024-10-11 03:29:41.076,5810.0,call,1,8.42,0.0925,5768.9143,2
2024-10-11 03:29:41.076,5705.0,put,1,6.09,0.1281,5768.9143,2
2024-10-11 03:30:21.573,5750.0,put,3,29.2,0.1306,5768.5661,6
2024-10-11 03:30:51.288,5835.0,call,10,6.2,0.0987,5768.5661,3
2024-10-11 03:31:02.145,5815.0,call,1,6.88,0.0914,5768.4168,2
2024-10-11 03:31:02.145,5705.0,put,1,6.16,0.1281,5768.4168,2
2024-10-11 03:31:02.145,5830.0,call,1,3.6,0.0878,5768.4168,2
2024-10-11 03:31:02.145,5720.0,put,1,8.08,0.1223,5768.4168,2
2024-10-11 03:32:36.465,5795.0,call,5,19.7,0.1096,5767.969,3
2024-10-11 03:32:36.515,5740.0,put,1,58.63,0.1455,5767.6705,20
2024-10-11 03:32:36.515,5740.0,put,1,43.63,0.1381,5767.6705,13
2024-10-11 03:32:36.780,5700.0,put,5,5.7,0.1299,5767.6705,2
2024-10-11 03:33:12.217,5635.0,put,1,21.95,0.163,5768.367,13
2024-10-11 03:33:12.217,5650.0,put,1,11.95,0.164,5768.367,6
2024-10-11 03:33:12.217,5865.0,call,1,21.6,0.1127,5768.367,13
2024-10-11 03:33:12.217,5850.0,call,1,12.25,0.1122,5768.367,6
2024-10-11 03:33:33.941,5550.0,put,1,0.75,0.1967,5768.6158,2
2024-10-11 03:34:16.596,4100.0,put,10,0.05,0.7301,5768.0685,6
2024-10-11 03:34:26.414,5700.0,put,2,5.8,0.1304,5767.4715,2
2024-10-11 03:35:41.069,5760.0,put,1,17.64,0.1093,5767.6705,2
2024-10-11 03:35:41.069,5800.0,call,1,11.54,0.0951,5767.6705,2
2024-10-11 03:35:41.069,5770.0,call,1,32.66,0.1162,5767.6705,3
2024-10-11 03:36:09.989,5900.0,call,2,0.1,0.087,5767.969,2
2024-10-11 03:36:14.338,5795.0,call,4,19.5,0.1091,5767.969,3
2024-10-11 03:37:06.661,5600.0,put,1,17.8,0.1712,5767.7202,13
2024-10-11 03:37:56.658,5900.0,call,3,0.1,0.0872,5767.6705,2
2024-10-11 03:38:03.741,5850.0,call,6,12.0,0.1118,5767.6705,6
2024-10-11 03:38:03.741,5850.0,call,14,12.0,0.1118,5767.6705,6
2024-10-11 03:38:10.271,5900.0,call,30,3.5,0.1058,5767.6705,6
2024-10-11 03:38:17.250,5900.0,call,3,0.1,0.0873,5767.4715,2
2024-10-11 03:39:06.371,5900.0,call,1,0.1,0.0868,5768.3173,2
2024-10-11 03:39:10.366,5850.0,call,20,12.1,0.1117,5768.3173,6
2024-10-11 03:39:20.210,5900.0,call,10,3.5,0.1054,5768.3173,6
2024-10-11 03:39:20.210,5900.0,call,20,3.5,0.1054,5768.3173,6
2024-10-11 03:39:29.888,6550.0,call,10,0.05,0.282,5768.3173,6
2024-10-11 03:39:59.132,4250.0,put,1,11.3,0.3932,5768.1183,69
2024-10-11 03:40:10.997,5850.0,call,20,12.2,0.112,5768.4168,6
2024-10-11 03:40:11.381,5900.0,call,5,3.5,0.1054,5768.4168,6
2024-10-11 03:40:11.381,5900.0,call,14,3.5,0.1054,5768.4168,6
2024-10-11 03:40:11.383,5900.0,call,11,3.5,0.1054,5768.4168,6
2024-10-11 03:40:42.322,5900.0,call,2,0.1,0.0868,5768.2178,2
2024-10-11 03:41:13.977,5850.0,call,20,12.2,0.1121,5768.2675,6
2024-10-11 03:41:15.972,5800.0,call,2,11.9,0.0957,5768.2675,2
2024-10-11 03:41:19.143,5900.0,call,30,3.5,0.1054,5768.2675,6
2024-10-11 03:41:55.875,4500.0,put,27,14.8,0.3477,5769.2626,69
2024-10-11 03:42:15.671,5850.0,call,11,12.2,0.1112,5769.2626,6
2024-10-11 03:42:15.671,5850.0,call,9,12.2,0.1112,5769.2626,6
2024-10-11 03:42:27.942,5900.0,call,14,3.5,0.1048,5769.2626,6
2024-10-11 03:42:27.942,5900.0,call,5,3.5,0.1048,5769.2626,6
2024-10-11 03:42:27.945,5900.0,call,11,3.5,0.1048,5769.2626,6
2024-10-11 03:43:29.876,5715.0,put,7,11.4,0.1323,5768.6656,3
2024-10-11 03:43:30.079,5805.0,call,1,10.1,0.0943,5768.367,2
2024-10-11 03:43:47.218,5835.0,call,2,2.9,0.087,5768.4168,2
2024-10-11 03:44:25.720,5900.0,call,2,61.49,0.1436,5768.367,34
2024-10-11 03:44:25.720,5900.0,call,3,61.49,0.1436,5768.367,34
2024-10-11 03:44:25.720,5990.0,call,3,30.44,0.1333,5768.367,34
2024-10-11 03:44:25.720,5990.0,call,2,30.44,0.1333,5768.367,34
2024-10-11 03:45:40.064,5795.0,call,2,66.8,0.1273,5769.3621,19
2024-10-11 03:45:46.056,5700.0,put,2,5.3,0.1292,5769.2129,2
2024-10-11 03:45:52.579,5805.0,call,12,10.3,0.0936,5769.3124,2
2024-10-11 03:45:53.807,6550.0,call,1,2.3,0.1288,5769.5114,69
2024-10-11 03:45:54.979,5700.0,put,1,5.36,0.1299,5769.5114,2
2024-10-11 03:45:54.979,5600.0,put,3,1.17,0.1718,5769.5114,2
2024-10-11 03:45:54.979,5500.0,put,3,0.5,0.2228,5769.5114,2
2024-10-11 03:45:59.022,5400.0,put,1,15.8,0.2125,5769.6109,24
2024-10-11 03:46:27.291,5935.0,call,5,47.81,0.1391,5769.5114,34
2024-10-11 03:46:27.291,6025.0,call,5,22.51,0.1304,5769.5114,34
2024-10-11 03:47:04.663,5640.0,put,1,1.94,0.1531,5769.4119,2
2024-10-11 03:47:04.663,5680.0,put,1,3.77,0.1375,5769.4119,2
2024-10-11 03:47:04.663,5615.0,put,1,8.69,0.1752,5769.4119,6
2024-10-11 03:47:41.761,5730.0,put,1,9.45,0.1193,5769.4119,2
2024-10-11 03:47:41.761,5705.0,put,1,5.9,0.1282,5769.4119,2
2024-10-11 03:47:41.761,5705.0,put,2,5.9,0.1282,5769.4119,2
2024-10-11 03:47:41.761,5705.0,put,1,5.9,0.1282,5769.4119,2
2024-10-11 03:47:41.761,5715.0,put,1,7.1,0.1245,5769.4119,2
2024-10-11 03:47:41.761,5730.0,put,2,9.45,0.1193,5769.4119,2
2024-10-11 03:47:41.761,5715.0,put,1,7.1,0.1245,5769.4119,2
2024-10-11 03:47:41.761,5720.0,put,1,7.8,0.1227,5769.4119,2
2024-10-11 03:47:41.761,5720.0,put,2,7.8,0.1227,5769.4119,2
2024-10-11 03:47:41.761,5730.0,put,1,9.45,0.1193,5769.4119,2
2024-10-11 03:47:41.761,5715.0,put,2,7.1,0.1245,5769.4119,2
2024-10-11 03:47:41.761,5720.0,put,1,7.8,0.1227,5769.4119,2
2024-10-11 03:48:06.156,5650.0,put,1,2.28,0.1494,5769.6109,2
2024-10-11 03:48:06.156,5650.0,put,1,2.28,0.1494,5769.6109,2
2024-10-11 03:48:06.156,5650.0,put,1,2.28,0.1494,5769.6109,2
2024-10-11 03:48:06.156,5650.0,put,1,2.28,0.1494,5769.6109,2
2024-10-11 03:48:06.156,5640.0,put,1,1.93,0.1531,5769.6109,2
2024-10-11 03:48:06.156,5640.0,put,1,1.93,0.1531,5769.6109,2
2024-10-11 03:48:06.156,5640.0,put,1,1.93,0.1531,5769.6109,2
2024-10-11 03:48:06.156,5640.0,put,1,1.93,0.1531,5769.6109,2
2024-10-11 03:48:06.156,5640.0,put,1,1.93,0.1531,5769.6109,2
2024-10-11 03:48:06.156,5650.0,put,1,2.28,0.1494,5769.6109,2
2024-10-11 03:48:42.368,5550.0,put,1,3.7,0.1945,5770.2577,5
2024-10-11 03:49:26.167,5680.0,put,3,3.6,0.1369,5770.4567,2
2024-10-11 03:49:26.167,5660.0,put,1,12.61,0.1608,5770.4567,6
2024-10-11 03:50:00.920,5550.0,put,3,0.7,0.1966,5770.4567,2
2024-10-11 03:50:00.920,5700.0,put,1,5.15,0.1293,5770.4567,2
2024-10-11 03:50:00.920,5500.0,put,3,0.5,0.2235,5770.4567,2
2024-10-11 03:50:12.450,5800.0,call,1,12.6,0.0951,5770.5562,2
2024-10-11 03:50:16.552,5900.0,call,3,0.1,0.0853,5770.5562,2
2024-10-11 03:50:25.669,5820.0,call,1,10.65,0.1021,5770.5562,3
2024-10-11 03:50:29.932,5755.0,put,2,35.58,0.1235,5770.5562,9
2024-10-11 03:50:29.932,5805.0,call,1,33.92,0.1127,5770.5562,9
2024-10-11 03:50:34.006,5750.0,put,2,23.1,0.1272,5770.5562,4
2024-10-11 03:50:34.006,5800.0,call,2,23.1,0.114,5770.5562,4
2024-10-11 03:50:35.516,5775.0,call,3,36.6,0.1201,5771.1035,4
2024-10-11 03:50:38.077,5050.0,put,1,89.99,0.2244,5771.2528,216
2024-10-11 03:50:38.077,5050.0,put,1,89.99,0.2244,5771.2528,216
2024-10-11 03:50:38.077,5350.0,put,2,129.46,0.1989,5771.2528,216
2024-10-11 03:50:38.077,5650.0,put,1,187.83,0.1729,5771.2528,216
2024-10-11 03:50:38.077,5350.0,put,2,129.46,0.1989,5771.2528,216
2024-10-11 03:50:38.077,5650.0,put,1,187.83,0.1729,5771.2528,216
2024-10-11 03:51:02.116,5830.0,call,2,11.5,0.1057,5771.2528,4
2024-10-11 03:51:30.363,5800.0,call,1,12.8,0.0946,5771.4021,2
2024-10-11 03:51:52.993,5680.0,put,8,3.51,0.1368,5771.2528,2
2024-10-11 03:51:52.993,5860.0,call,8,0.78,0.0815,5771.2528,2
2024-10-11 03:52:30.919,5685.0,put,3,9.78,0.1461,5771.6011,4
2024-10-11 03:52:30.919,5875.0,call,3,2.84,0.0977,5771.6011,4
2024-10-11 03:53:28.971,5775.0,call,3,37.1,0.1208,5771.7503,4
2024-10-11 03:53:29.414,5900.0,call,5,0.1,0.0845,5771.8996,2
2024-10-11 03:53:49.619,4100.0,put,18,9.6,0.4184,5772.2976,69
2024-10-11 03:53:50.636,5840.0,call,1,2.55,0.0847,5772.5464,2
2024-10-11 03:53:58.805,5865.0,call,1,9.31,0.1089,5772.5464,6
2024-10-11 03:53:58.805,5865.0,call,1,12.21,0.1021,5772.5464,9
2024-10-11 03:54:22.469,5400.0,put,10,0.27,0.2753,5772.2479,2
2024-10-11 03:54:22.469,5650.0,put,10,2.07,0.1486,5772.2479,2
2024-10-11 03:55:33.491,6300.0,call,1,88.69,0.1254,5771.2528,216
2024-10-11 03:55:33.491,6250.0,call,1,136.14,0.1305,5771.2528,261
2024-10-11 03:56:47.862,5660.0,put,12,2.6,0.146,5771.5016,2
2024-10-11 03:56:47.862,5660.0,put,3,2.6,0.146,5771.5016,2
2024-10-11 03:56:53.285,5700.0,put,1,5.1,0.1296,5771.2528,2
2024-10-11 03:57:31.074,4500.0,put,5,0.2,0.5972,5771.6011,6
2024-10-11 03:57:34.193,5475.0,put,5,40.4,0.2153,5771.6011,34
2024-10-11 03:57:45.564,5000.0,put,1,0.9,0.4252,5771.6011,6
2024-10-11 03:58:21.038,5775.0,call,3,37.1,0.1198,5772.4469,4
2024-10-11 04:00:44.538,5815.0,call,1,16.6,0.1058,5778.7347,4
2024-10-11 04:01:08.203,4200.0,put,5,0.35,0.6361,5779.1497,10
2024-10-11 04:01:12.622,5720.0,put,1,20.32,0.1401,5778.8709,6
2024-10-11 04:01:26.299,4700.0,put,4,1.8,0.459,5779.6133,13
2024-10-11 04:01:47.056,5200.0,put,1,4.0,0.2922,5779.6787,13
