quote_datetime,strike_price,w,trade_size,trade_price,trade_iv,spot_price,days_to_maturity
2024-10-09 03:00:12.805,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.807,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.809,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.811,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.813,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.815,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.818,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.821,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.823,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.825,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.826,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.828,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.831,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.840,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:12.843,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:13.499,5300.0,put,1,6.0,0.2583,5737.8395,12
2024-10-09 03:00:13.502,5300.0,put,1,6.0,0.2583,5737.8395,12
2024-10-09 03:00:13.591,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:13.724,5300.0,put,1,6.0,0.2583,5737.8395,12
2024-10-09 03:00:13.765,5300.0,put,1,6.0,0.2583,5737.8395,12
2024-10-09 03:00:13.827,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:13.864,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:13.886,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:13.904,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:13.923,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:13.973,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:14.224,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:14.226,5300.0,put,1,6.0,0.2583,5737.7895,12
2024-10-09 03:00:15.751,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:15.762,5300.0,put,1,6.0,0.2584,5737.8395,12
2024-10-09 03:00:27.163,5805.0,call,1,7.7,0.1532,5737.8395,1
2024-10-09 03:00:35.628,5500.0,put,1,13.6,0.1988,5737.5396,12
2024-10-09 03:00:35.630,5500.0,put,1,13.6,0.1988,5737.5396,12
2024-10-09 03:00:35.633,5500.0,put,1,13.6,0.1988,5737.5396,12
