spot_price,theta,kappa,rho,eta,v0,feller,calculation_date,contracts_count,total_volume,risk_free_rate,dividend_rate
5687.0,0.2052330445069307,3.388204426473062,-0.9999999947977691,0.8453309299314807,0.024647917541523654,0.6761586386150291,2024-10-07 15:43:00.738,48.0,775.0,0.049994,0.013044
5688.0,0.21430206388753217,0.916416870617037,-0.7362218775937588,2.213521105191899,0.03864855698267887,-4.5068956296207965,2024-10-07 15:43:04.727,84.0,8375.0,0.049994,0.013044
5689.0,0.05737638912282448,7.629636691385299,-0.7128303389986983,2.1955046565921905,0.03592216338194682,-3.9447186897765887,2024-10-07 15:48:10.334,84.0,8237.0,0.049994,0.013044
5690.0,0.13586622597994566,1.0563212024069308,-0.9999992767923775,0.7005464774886763,0.02534365987148179,-0.20372861673453646,2024-10-07 15:48:30.063,97.0,15649.0,0.049994,0.013044
5691.0,0.1754737360860792,1.3245879526234872,-0.9999999986009753,0.5031386131137052,0.020914997202289277,0.21171232963692477,2024-10-07 15:59:08.199,98.0,22241.0,0.049994,0.013044
5692.0,0.107687646991939,1.4783910099836477,-0.9999999884245104,0.2843902225823953,0.014513042715685438,0.2375310996978861,2024-10-07 15:59:06.041,98.0,21334.0,0.049994,0.013044
5693.0,0.04939621722133964,6.703224462419054,-0.7277046964986369,1.7984485817665983,0.03233531654354288,-2.57218943800019,2024-10-07 15:59:36.694,98.0,24980.0,0.049994,0.013044
5694.0,0.13961431849531666,1.6832361379614416,-0.9999999951337185,0.390568530324663,0.01827820848465116,0.31746395565638375,2024-10-07 15:59:45.598,98.0,20169.0,0.049994,0.013044
5695.0,0.0585513677371069,6.515381584496861,-0.6784468348498214,2.4567410953552486,0.034901283731373,-5.272607803404407,2024-10-07 15:59:52.504,92.0,13781.0,0.049994,0.013044
5696.0,11.931146593792748,0.011673033857975513,-0.7074616820329749,1.7801087749298088,0.0331240808011587,-2.8902418942744807,2024-10-07 15:59:58.424,80.0,16933.0,0.049994,0.013044
5697.0,0.134908478651268,1.2451165583322583,-0.9999999895778021,0.4105107180374857,0.021668994232997403,0.16743451163256348,2024-10-07 16:03:50.039,98.0,13354.0,0.049994,0.013044
5698.0,3.631681161143606,0.017520205125811303,-0.8271912730919647,0.8755554679835523,0.029822020000233932,-0.6393417797263362,2024-10-07 16:13:41.863,93.0,30708.0,0.049994,0.013044
5699.0,0.12465203031236168,0.811170943474611,-0.81254940170618,1.3662443304167526,0.030936235677608764,-1.6643953603269124,2024-10-07 16:17:22.616,94.0,46617.0,0.049994,0.013044
5700.0,0.06506172902014198,5.508562733943836,-0.8085414855180585,1.6353446889907541,0.02895785629227066,-1.9575590200376536,2024-10-07 16:07:52.748,80.0,23284.0,0.049994,0.013044
5701.0,0.06669587791723948,4.380854129902864,-0.7701887905488052,2.1077241082734552,0.03508696314250923,-3.858131092154661,2024-10-07 16:01:12.627,89.0,12518.0,0.049994,0.013044
5702.0,3.097023027211989,0.10011662414953792,-0.5754740244666574,2.571423030830165,0.03349329966459314,-5.992089422688098,2024-10-07 16:50:01.057,84.0,9620.0,0.049994,0.013044
5703.0,0.06588336093912754,5.387502741915567,-0.7488367982129202,2.071698204698276,0.03486964373099096,-3.5820398759377357,2024-10-07 15:53:49.694,78.0,4829.0,0.049994,0.013044
5704.0,0.13747499466647434,0.7777418039864628,-0.73974959715102,1.160951185583442,0.03192955762240537,-1.1339675545977335,2024-10-07 15:54:40.018,78.0,4192.0,0.049994,0.013044
5705.0,0.05952741313645126,3.569473937465604,-0.7738389778091047,1.6525364644556122,0.033182422137988825,-2.305913666844834,2024-10-07 15:54:40.004,85.0,5328.0,0.049994,0.013044
5706.0,0.17236329070747283,1.1039041931880875,-0.8190715474359865,1.6926476317831445,0.03199399544716741,-2.4845108866537347,2024-10-07 15:54:28.876,79.0,8511.0,0.049994,0.013044
5707.0,0.1468017053600052,1.77922862619325,-0.4331522228687877,3.1902425104307657,0.03621287083205652,-9.655259682258576,2024-10-07 14:43:42.085,90.0,5754.0,0.049994,0.013044
5708.0,0.13870865926223033,1.2721900051202717,-0.7776955694706261,1.4924612499030747,0.029160599082600634,-1.8745130425881622,2024-10-07 14:43:29.395,66.0,7597.0,0.049994,0.013044
5709.0,0.1493360529565312,2.072751633854176,-0.9999999828971572,0.7234178928698222,0.019296839203406746,0.0957396477937541,2024-10-07 14:41:15.563,76.0,1211.0,0.049994,0.013044
5710.0,0.08237465219289074,3.5246750829814135,-0.7506512878885565,1.8926981201592747,0.032520743238500405,-3.0016184059473683,2024-10-07 14:41:14.604,68.0,1652.0,0.049994,0.013044
5711.0,1.1486018183484537,0.1971511668762829,-0.7932414548965501,1.6104988133513733,0.029744621317626757,-2.1408100502789456,2024-10-07 14:31:12.231,67.0,729.0,0.049994,0.013044
5712.0,0.14709253525346305,2.0185600806132866,-0.7705381144847029,1.5360668134509983,0.02792458771801668,-1.7656710157478175,2024-10-07 14:31:08.382,80.0,1306.0,0.049994,0.013044
