date,spot_price,risk_free_rate,dividend_rate,theta,kappa,rho,eta,v0,lambda_,nu,delta,feller,iv_rmse,rmse,n_helpers,accepted,n_maturities,n_strikes,contracts_count,total_volume,spot_min,spot_max,spot_range_pct,high_move,calculation_date
2012-03-01,1372.6427,0.001017,0.019892,0.1519521212160485,0.4825875343018948,-0.8325517041980054,0.6587405393415613,0.020157657283928605,0.06509607329099142,-0.3996433867662091,0.4999644287922869,-0.28727869915282006,0.009222838683760417,0.3052855615483002,304,True,9,96,304,297245,1365.9,1376.15,0.0075042096786002155,False,2012-03-01 16:18:14.458
2012-03-02,1370.408,0.001221,0.019957,0.11781351179223697,0.6183917226652985,-0.843072748828907,0.5969521047548113,0.01945927194714871,0.06585599123442895,-0.41819983601217087,0.49997158944831765,-0.21064201435029944,0.009432109449235065,0.46060212151270447,315,True,10,93,315,256598,1366.42,1374.52,0.005927899181803475,False,2012-03-02 16:19:15.569
2012-03-05,1363.2899,0.001777,0.020038999999999998,0.12159926271192249,0.671483514744912,-0.832001783340322,0.6953201222115207,0.022946984752993296,0.07860235886510424,-0.35187482223109506,0.37236089083150453,-0.3201662717198609,0.009577077868907364,0.2659146365398267,269,True,8,94,269,174512,1359.13,1369.59,0.007696099710844395,False,2012-03-05 16:18:26.655
2012-03-06,1344.5626,0.001777,0.020038999999999998,0.10690342574987508,0.8937432526120009,-0.8231605656531157,0.8217715065249539,0.029165837004455016,0.09361230544271146,-0.3601424459003607,0.37295647978549223,-0.48421997804617456,0.008296191898038145,0.24837137053256006,350,True,11,113,350,230930,1340.03,1363.63,0.017611546010164014,False,2012-03-06 16:19:45.864
2012-03-07,1350.6763,0.00198,0.020265,0.10669584196002102,1.5416174667210605,-0.7886339495267835,1.2152962901372002,0.028523354280650722,0.035983863604476564,-0.49999991228433793,0.47418558125157595,-1.1479767256370854,0.008654505495041378,0.2328957508403433,292,True,8,109,292,216655,1343.39,1354.85,0.008530657515687823,False,2012-03-07 16:15:21.496
2012-03-08,1363.1503,0.001573,0.020146999999999998,0.09750281306010909,1.5335184356420624,-0.7888594057636683,1.0740847400637648,0.020794510398332994,0.04434331281997894,-0.4629044158071719,0.49996945500148104,-0.8546133061285672,0.00750215413944881,0.16697956771271885,289,True,8,102,289,203499,1352.65,1368.71,0.01187299005655551,False,2012-03-08 16:19:35.864
2012-03-09,1372.4632,0.001573,0.019995,0.09728296211494299,1.7689965583978748,-0.7805360931517209,1.1846272848246504,0.018297907739937287,0.029017090912763513,-0.48041030988613315,0.49999903204203605,-1.0591553536068536,0.0084941088365698,0.24159547356411828,261,True,9,91,261,189407,1365.97,1374.75,0.0064276667862397385,False,2012-03-09 16:15:10.626
2012-03-12,1369.6579,0.001675,0.020005000000000002,0.0977828717700303,1.411601517027015,-0.7767614012559791,1.0418727404719221,0.020238746657256144,0.038324000341598094,-0.47477816471280443,0.4999539548365645,-0.8094379070788076,0.008734249784888438,0.30204930266488067,248,True,9,89,248,243819,1366.72,1372.91,0.004529091547647024,False,2012-03-12 16:15:11.433
2012-03-13,1383.4884,0.001878,0.01968,0.12395876386851264,0.6053420166608795,-0.8191920280733993,0.6762334299917537,0.01948107469954511,0.049512941248809846,-0.44042695297019563,0.4999740605328056,-0.30721675563250167,0.007871567597261982,0.37590168402705015,430,True,10,119,430,442631,1371.92,1396.13,0.017646801562773318,False,2012-03-13 16:19:00.180
2012-03-14,1395.0171,0.00198,0.01977,0.15779687505728307,0.41090789793629445,-0.7954096373449632,0.6338829913142167,0.02220260069306541,0.0496775073995528,-0.3927899593926264,0.4575281715918623,-0.2721276822160507,0.011557248521934814,0.4417022238854113,368,True,9,109,368,334481,1389.97,1399.4,0.006784319086023505,False,2012-03-14 16:15:32.255
2012-03-15,1398.9362,0.001929,0.019656,0.14820431260578293,0.4839409890943486,-0.8379070837401883,0.6467671021731591,0.021000146949671127,0.0976714983285073,-0.21033108644937387,0.29006648234936955,-0.2748634011924844,0.01060713766419023,0.39731579962006053,385,True,10,115,385,377224,1392.89,1402.63,0.0069926555578689875,False,2012-03-15 16:19:51.409
2012-03-16,1404.3416,0.001929,0.019635,0.09693450922988762,2.879374761754971,-0.7832412078296076,1.8452771761496758,0.013077324742406854,0.027905175082549277,0.1637287689573211,0.001000006082931055,-2.846826297979636,0.008970263955278477,0.2705911237142164,252,True,8,93,252,336521,1401.52,1405.88,0.0031109081568583274,False,2012-03-16 16:18:20.295
2012-03-19,1409.9642,0.00198,0.019481,0.09262329178556152,2.5759496742217918,-0.8153557615664228,1.5066317473671769,0.015150825318965194,0.037623392330939885,0.16310138213198047,0.0010000020623005068,-1.7927533455739386,0.00694976071677131,0.18415611410645052,369,True,12,110,369,374196,1402.47,1413.92,0.008164167504474351,False,2012-03-19 16:19:26.893
2012-03-20,1403.3356,0.00198,0.01954,0.12600428570309546,0.3989543230023968,-0.7933393675746127,0.49524725441589396,0.017940246377463394,0.06644790429593854,-0.4999999673128982,0.45285034108690525,-0.14472993401032314,0.0071405592176217916,0.2186369245908005,309,True,9,103,309,298243,1397.68,1409.59,0.008521263808596968,False,2012-03-20 16:17:06.929
2012-03-21,1404.7461,0.001878,0.01958,0.13871030549787702,0.4368451278036593,-0.8189148190925302,0.5402134947777747,0.015975687625990297,0.0513938081789014,-0.49039048883911496,0.49998508190497465,-0.17064077767420738,0.007574061315053129,0.26677806491315964,272,True,9,100,272,539274,1400.64,1407.68,0.0050262737034498794,False,2012-03-21 16:19:14.990
2012-03-22,1392.6789,0.001827,0.019764999999999998,0.0863969555758742,0.932309737477114,-0.7822556800259498,0.6652452819919448,0.020020191223841445,0.04370434898883042,-0.4999998878836601,0.46310276928840777,-0.2814538392690118,0.0069642046322628635,0.2140846641032593,302,True,11,99,302,337154,1388.83,1402.89,0.010123629241880039,False,2012-03-22 16:18:08.628
2012-03-23,1394.4228,0.001726,0.019704,0.10926125853085293,0.5465234721113973,-0.820704444099436,0.5132351886015563,0.017663002602232764,0.04673772531094433,-0.49999998896210246,0.47928285715617275,-0.14398267405978948,0.006952567737895379,0.21138013449919713,295,True,9,113,295,190566,1386.94,1399.13,0.008789132911301234,False,2012-03-23 16:16:54.185
