strike,maturity_days,moneyness,w,price
1248.2711,340,0.975,put,107.82035932979592
1280.2781,340,1.0,call,97.78728315730633
1312.2851,340,1.025,call,79.88738649548829
1344.292,340,1.05,call,63.50503939414083
1376.299,340,1.075,call,48.85060998639293
1408.3059,340,1.1,call,36.15554963730324
1440.3129,340,1.125,call,25.635215324109865
1472.3198,340,1.15,call,17.409618478361374
1504.3268,340,1.175,call,11.400208560476024
1536.3337,340,1.2,call,7.288910301520302
1568.3407,340,1.225,call,4.612328327788213
960.2086,350,0.75,put,36.793549345388804
992.2155,350,0.775,put,42.098484511767516
1024.2225,350,0.8,put,47.97734935992806
1056.2294,350,0.825,put,54.47740375180021
1088.2364,350,0.85,put,61.65045930811829
1120.2433,350,0.875,put,69.55396203649455
1152.2503,350,0.9,put,78.25245786713921
1184.2572,350,0.925,put,87.81956888184914
1216.2642,350,0.95,put,98.34062830405865
1248.2711,350,0.975,put,109.91611533066157
1280.2781,350,1.0,call,99.24949450740807
1312.2851,350,1.025,call,81.35935438419568
1344.292,350,1.05,call,64.96084293434073
1376.299,350,1.075,call,50.25678334942907
1408.3059,350,1.1,call,37.47015033684716
1440.3129,350,1.125,call,26.81040991393446
1472.3198,350,1.15,call,18.401631947822708
1504.3268,350,1.175,call,12.185911642455011
1536.3337,350,1.2,call,7.8765874507634805
1568.3407,350,1.225,call,5.034588137564367
960.2086,360,0.75,put,38.179089047385474
992.2155,360,0.775,put,43.580801405842934
1024.2225,360,0.8,put,49.55439979501013
1056.2294,360,0.825,put,56.14608130675361
1088.2364,360,0.85,put,63.40652485318115
1120.2433,360,0.875,put,71.39195867353617
1152.2503,360,0.9,put,80.16559365760895
1184.2572,360,0.925,put,89.79953852836258
1216.2642,360,0.95,put,100.37732815266224
1248.2711,360,0.975,put,111.99718446608175
1280.2781,360,1.0,call,100.69793269537105
1312.2851,360,1.025,call,82.81880207552767
1344.292,360,1.05,call,66.40636013565648
1376.299,360,1.075,call,51.65623100565894
1408.3059,360,1.1,call,38.783282616400506
1440.3129,360,1.125,call,27.99109024834111
1472.3198,360,1.15,call,19.40667108749579
1504.3268,360,1.175,call,12.990386930499547
1536.3337,360,1.2,call,8.48507845192787
1568.3407,360,1.225,call,5.476333709459016
