strike,price
2440.5416,65.42874122559692
2473.0821,70.1566790505483
2505.6227,75.15909555418902
2538.1632,80.44780485303735
2570.7038,86.03489571790044
2603.2443,91.93272196574954
2635.7849,98.15389104356187
2668.3254,104.7112506458778
2700.866,111.61787319801863
2733.4065,118.88703802706708
2765.9471,126.53221103287792
2798.4876,134.56702166176947
2831.0282,143.00523697630135
2863.5688,151.86073260597522
2896.1093,161.1474603560139
2928.6499,170.87941224502507
2961.1904,181.07058073772006
2993.731,191.7349149364842
3026.2715,202.88627249609453
3058.8121,214.5383670299937
3091.3526,226.704710785136
3123.8932,239.3985523764922
3156.4337,252.63280939309797
3188.9743,266.41999571630373
3221.5148,280.7721434292864
3254.0554,295.70071924660647
3286.596,311.21653545564703
3319.1365,327.3296554403097
3351.6771,344.0492939537798
3384.2176,361.3837124239901
3416.7582,379.34010971532507
3449.2987,397.924508935704
3481.8393,417.14164107205403
3514.3798,436.9948264614969
3546.9204,457.4858553620503
3579.4609,478.6148691759161
3612.0015,500.3802441999142
3644.542,522.7784801286672
3677.0826,545.8040959115065
3709.6232,569.4495359549705
3742.1637,593.7050900560099
3774.7043,618.558830827942
3807.2448,643.9965727165458
3839.7854,670.0018569649201
3872.3259,696.5559670321793
3904.8665,723.637978954254
