strike,price
2440.5416,5.873093672137599
2473.0821,6.609573121867629
2505.6227,7.429957145800267
2538.1632,8.343207452061288
2570.7038,9.359262734933901
2603.2443,10.489164933481419
2635.7849,11.745206910436028
2668.3254,13.141106048277265
2700.866,14.692209317576465
2733.4065,16.41573670325746
2765.9471,18.33107155813512
2798.4876,20.460108599788033
2831.0282,22.82767302816554
2863.5688,25.462027828840927
2896.1093,28.395491038364153
2928.6499,31.66519100512088
2961.1904,35.3139960778208
2993.731,39.39166653316922
3026.2715,43.95629207505355
3058.8121,49.07609945166551
3091.3526,54.83174357167751
3123.8932,61.31923394066329
3156.4337,68.65369709277061
3188.9743,76.97423074133798
3221.5148,86.45014614890259
3254.0554,97.28885304709274
3286.596,109.74530895101908
3319.1365,124.13173423758852
3351.6771,140.8225363699623
3384.2176,160.2390313564634
3416.7582,182.77513713214526
3449.2987,208.60010382888888
3481.8393,237.36162890032872
3514.3798,268.1447062037353
3546.9204,299.9639618083202
3579.4609,332.203655406302
3612.0015,364.5933123420392
3644.542,397.03393963569505
3677.0826,429.49178711648125
3709.6232,461.9555218264061
3742.1637,494.42130624731107
3774.7043,526.8878184692418
3807.2448,559.3545941133885
3839.7854,591.8214668280616
3872.3259,624.2883759103663
3904.8665,656.7552988266741
