strike,price
2440.5416,812.5600894002694
2473.0821,785.4754270660623
2505.6227,758.6692671518724
2538.1632,732.1531533554611
2570.7038,705.9388668729006
2603.2443,680.0384150529425
2635.7849,654.4640183107094
2668.3254,629.2280951661951
2700.866,604.3432452664513
2733.4065,579.8222302438855
2765.9471,555.6779522569783
2798.4876,531.9234300541035
2831.0282,508.57177239613975
2863.5688,485.63614866952133
2896.1093,463.12975651842856
2928.6499,441.0657863234057
2961.1904,419.45738235408896
2993.731,398.31760042644515
3026.2715,377.65936190040367
3058.8121,357.4954038626179
3091.3526,337.83822535202376
3123.8932,318.70002950358645
3156.4337,300.09266150902664
3188.9743,282.02754232341164
3221.5148,264.51559808432773
3254.0554,247.567185257158
3286.596,231.1920115770714
3319.1365,215.39905292712467
3351.6771,200.1964663738453
3384.2176,185.5914996783813
3416.7582,171.5903977142499
3449.2987,158.19830635339156
3481.8393,145.41917453187514
3514.3798,133.2556553761719
3546.9204,121.70900746088894
3579.4609,110.77899747900952
3612.0015,100.46380583475917
3644.542,90.75993691471307
3677.0826,81.66213605035001
3709.6232,73.16331544853436
3742.1637,65.25449162617932
3774.7043,57.92473712924188
3807.2448,51.161149528133194
3839.7854,44.948840841302825
3872.3259,39.270950621512135
3904.8665,34.108685916255
