strike,price
2440.5416,811.3677402061052
2473.0821,783.2852321529907
2505.6227,755.4572009249275
2538.1632,727.8964414198584
2570.7038,700.6161972549553
2603.2443,673.6301624818446
2635.7849,646.9524815602263
2668.3254,620.5977473308941
2700.866,594.5809966995137
2733.4065,568.9177037099955
2765.9471,543.6237696507717
2798.4876,518.7155097986042
2831.0282,494.2096363626515
2863.5688,470.12323714631106
2896.1093,446.4737493960159
2928.6499,423.27892825469723
2961.1904,400.55680918356853
2993.731,378.3256636596493
3026.2715,356.6039473989731
3058.8121,335.4102402978691
3091.3526,314.7631772288288
3123.8932,294.6813687755406
3156.4337,275.1833109467861
3188.9743,256.2872828751173
3221.5148,238.01123148880745
3254.0554,220.37264215123324
3286.596,203.38839429909865
3319.1365,187.07460119041548
3351.6771,171.4464330080358
3384.2176,156.51792277079767
3416.7582,142.30175480111987
3449.2987,128.80903590772385
3481.8393,116.0490499908036
3514.3798,104.02899749305129
3546.9204,92.75372203380341
3579.4609,82.22542770515412
3612.0015,72.44339190424881
3644.542,63.40368024199031
3677.0826,55.098872004513964
3709.6232,47.517806821341786
3742.1637,40.64536554136442
3774.7043,34.46230070223393
3807.2448,28.94513418699759
3839.7854,24.066141380048528
3872.3259,19.79344193600063
3904.8665,16.091216622573878
