strike,price
2440.5416,55.79495229897919
2473.0821,59.99696854515776
2505.6227,64.45911008057655
2538.1632,69.19394768561732
2570.7038,74.21445346716968
2603.2443,79.53399897205539
2635.7849,85.16635147099606
2668.3254,91.12566817820208
2700.866,97.4264881481513
2733.4065,104.08372156574853
2765.9471,111.11263611884945
2798.4876,118.5288401130787
2831.0282,126.34826195800215
2863.5688,134.58712562127147
2896.1093,143.26192161339495
2928.6499,152.38937303080309
2961.1904,161.98639614924366
2993.731,172.07005502395572
3026.2715,182.65750951846198
3058.8121,193.76595615134858
3091.3526,205.41256112161636
3123.8932,217.6143848501593
3156.4337,230.38829736011618
3188.9743,243.75088381553778
3221.5148,257.7183395499674
3254.0554,272.30635394911235
3286.596,287.52998261081524
3319.1365,303.40350729830806
3351.6771,319.94028333792704
3384.2176,337.1525743003569
3416.7582,355.05137405688237
3449.2987,373.6462166324554
3481.8393,392.9449747005017
3514.3798,412.95364809595105
3546.9204,433.6761443789167
3579.4609,455.1140542762806
3612.0015,477.2664257735786
3644.542,500.12954172989134
3677.0826,523.6967071385367
3709.6232,547.9580535345673
3742.1637,572.9003695117406
3774.7043,598.5069677805456
3807.2448,624.7576005579875
3839.7854,651.628436162661
3872.3259,679.0921102727889
3904.8665,707.1178651123398
