strike,price
2440.5416,33.426229015313496
2473.0821,36.25576195281304
2505.6227,39.294076028002465
2538.1632,42.554685621241134
2570.7038,46.05188284599934
2603.2443,49.80077635750624
2635.7849,53.81733120907388
2668.3254,58.11840956682584
2700.866,62.72181202887809
2733.4065,67.64631921499918
2765.9471,72.91173319396202
2798.4876,78.53891819408973
2831.0282,84.54983989281403
2863.5688,90.96760239730418
2896.1093,97.81648180298674
2928.6499,105.12195494117373
2961.1904,112.91072159035856
2993.731,121.21071801544288
3026.2715,130.05111920029023
3058.8121,139.46232653438466
3091.3526,149.4759369844596
3123.8932,160.12468890530045
3156.4337,171.44237859797224
3188.9743,183.4637404869308
3221.5148,196.2242823423904
3254.0554,209.76006531382262
3286.596,224.10741667698613
3319.1365,239.30256117816046
3351.6771,255.38115479175468
3384.2176,272.37770279261036
3416.7582,290.32484263068596
3449.2987,309.25247175279253
3481.8393,329.1867021310025
3514.3798,350.1486281524708
3546.9204,372.1529045738471
3579.4609,395.20614892996963
3612.0015,419.3052110957445
3644.542,444.4353946137283
3677.0826,470.5687716592982
3709.6232,497.6628042187732
3742.1637,525.65955882783
3774.7043,554.4858595036545
3807.2448,584.0547265398825
3839.7854,614.2683499522466
3872.3259,645.0226063808847
3904.8665,676.2127538429389
