strike,price
2440.5416,810.824475515722
2473.0821,778.412355639523
2505.6227,746.0249910626419
2538.1632,713.6678036872099
2570.7038,681.3473017313842
2603.2443,649.0712783623776
2635.7849,616.8490437415383
2668.3254,584.6916958985838
2700.866,552.6124368423131
2733.4065,520.6269415723966
2765.9471,488.75378929429746
2798.4876,457.01496833353957
2831.0282,425.4364692806632
2863.5688,394.04898524677964
2896.1093,362.88874458797557
2928.6499,331.99851153369735
2961.1904,301.4288065863316
2993.731,271.2394267267226
3026.2715,241.5013962093208
3058.8121,212.29957441296932
3091.3526,183.73633433014433
3123.8932,155.9371001183763
3156.4337,129.05929007819853
3188.9743,103.3077337036633
3221.5148,78.96261250500638
3254.0554,56.43148238422959
3286.596,36.34536257607847
3319.1365,19.717236826122523
3351.6771,8.032151852518544
3384.2176,2.2547234863490178
3416.7582,0.5069165999964877
3449.2987,0.1106544111324965
3481.8393,0.024627400411872287
3514.3798,0.005583561918291976
3546.9204,0.001283065315216389
3579.4609,0.0002979603491800368
3612.0015,6.983829946419997e-05
3644.542,1.651483094302778e-05
3677.0826,3.939846997823272e-06
3709.6232,9.48306633973568e-07
3742.1637,2.303211093573954e-07
3774.7043,5.64515870798015e-08
3807.2448,1.3963720517621611e-08
3839.7854,3.486263299875106e-09
3872.3259,8.784502511924238e-10
3904.8665,2.234787620970042e-10
