strike,price
2440.5416,810.5553931609495
2473.0821,781.6006800409142
2505.6227,752.8725331366143
2538.1632,724.3843886261068
2570.7038,696.1503444803315
2603.2443,668.1851835076461
2635.7849,640.50439591884
2668.3254,613.1242011261279
2700.866,586.0615684316446
2733.4065,559.3342361928478
2765.9471,532.9607289721539
2798.4876,506.9603720843272
2831.0282,481.353302845256
2863.5688,456.1604776973163
2896.1093,431.4036742367547
2928.6499,407.1054869941686
2961.1904,383.2893156169659
2993.731,359.97934386884486
3026.2715,337.20050759227274
3058.8121,314.9784494718872
3091.3526,293.3394580867061
3123.8932,272.31038834467813
3156.4337,251.91855995416864
3188.9743,232.1916301059035
3221.5148,213.1574360230113
3254.0554,194.84380250029398
3286.596,177.27830902155657
3319.1365,160.48801055565173
3351.6771,144.4991057492623
3384.2176,129.33654604852956
3416.7582,115.02357942404647
3449.2987,101.58122302911167
3481.8393,89.02766054162387
3514.3798,77.37756245883608
3546.9204,66.64133165476856
3579.4609,56.824282581325136
3612.0015,47.925771158499536
3644.542,39.93830418963059
3677.0826,32.846672392208994
3709.6232,26.627169707105327
3742.1637,21.246982364071567
3774.7043,16.663851638126413
3807.2448,12.826129559113742
3839.7854,9.673349698066982
3872.3259,7.137416068383608
3904.8665,5.144462577625938
