strike,price
2440.5416,809.9237027988663
2473.0821,779.0076629454185
2505.6227,748.2261498014489
2538.1632,717.5909000385822
2570.7038,687.1147066715813
2603.2443,656.8115251520181
2635.7849,626.6965918496626
2668.3254,596.7865565889272
2700.866,567.0996311523305
2733.4065,537.6557559415652
2765.9471,508.47678730160635
2798.4876,479.58670836485754
2831.0282,451.0118666578896
2863.5688,422.78124212438246
2896.1093,394.92674963616577
2928.6499,367.48358045473014
2961.1904,340.4905874057445
2993.731,313.99071863047305
3026.2715,288.0315044968559
3058.8121,262.66560128129623
3091.3526,237.95139305746974
3123.8932,213.95364900047295
3156.4337,190.7442256266434
3188.9743,168.40279001655273
3221.5148,147.0175169815104
3254.0554,126.6856741658928
3286.596,107.5139441190714
3319.1365,89.6182255754213
3351.6771,73.12248414141511
3384.2176,58.15595507785528
3416.7582,44.84761229819557
3449.2987,33.31633172854625
3481.8393,23.654795000545697
3514.3798,15.905566213590337
3546.9204,10.030449379251008
3579.4609,5.8812516989638866
3612.0015,3.1905707118860263
3644.542,1.6041818744631313
3677.0826,0.7544964199172358
3709.6232,0.33687181865207916
3742.1637,0.14509706786018203
3774.7043,0.06114588742219624
3807.2448,0.025483445239733473
3839.7854,0.010582341056038403
3872.3259,0.0044002640236394325
3904.8665,0.0018378395005793037
