strike,price
2440.5416,809.8885151688405
2473.0821,779.2332420359161
2505.6227,748.7274431769823
2538.1632,718.383457566275
2570.7038,688.2146544809389
2603.2443,658.2355272872919
2635.7849,628.4617968868102
2668.3254,598.9105259116576
2700.866,569.600244877018
2733.4065,540.5510916202705
2765.9471,511.7849654810154
2798.4876,483.32569779420845
2831.0282,455.1992403698213
2863.5688,427.43387369861557
2896.1093,400.0604366270693
2928.6499,373.11257914232027
2961.1904,346.62703963498103
2993.731,320.64394746424273
3026.2715,295.20715068494917
3058.8121,270.3645671812523
3091.3526,246.16855483906326
3123.8932,222.67629225421
3156.4337,199.9501550199548
3188.9743,178.05806266809014
3221.5148,157.07375605788764
3254.0554,137.07694176414338
3286.596,118.15320497763372
3319.1365,100.39354029621886
3351.6771,83.89327381345517
3384.2176,68.75004310254052
3416.7582,55.06036109949566
3449.2987,42.9141284993648
3481.8393,32.386333859257064
3514.3798,23.52524684231481
3546.9204,16.337003566011894
3579.4609,10.768149812243523
3612.0015,6.690896245491253
3644.542,3.899740961317802
3677.0826,2.1289145280013373
3709.6232,1.0921509721775255
3742.1637,0.5307131819781593
3774.7043,0.24697208497758882
3807.2448,0.11135535734766189
3839.7854,0.04916082418526698
3872.3259,0.021431940959673032
3904.8665,0.009285515738942398
