strike,price
2440.5416,27.139351234454004
2473.0821,29.53632079135027
2505.6227,32.12115477943694
2538.1632,34.907187456326966
2570.7038,37.90864497719677
2603.2443,41.14070381861259
2635.7849,44.619552731523754
2668.3254,48.36245830282344
2700.866,52.3878341586422
2733.4065,56.71531377800478
2765.9471,61.36582679694506
2798.4876,66.3616785634386
2831.0282,71.7266325430298
2863.5688,77.48599496165335
2896.1093,83.66670079002495
2928.6499,90.297399802589
2961.1904,97.40854095696076
2993.731,105.03245270291187
3026.2715,113.20341599931848
3058.8121,121.95772573703367
3091.3526,131.33373486383388
3123.8932,141.3718736946816
3156.4337,152.11463455512825
3188.9743,163.60650891279482
3221.5148,175.89386034386473
3254.0554,189.02471188496065
3286.596,203.04842036598734
3319.1365,218.01520308364184
3351.6771,233.97547366697685
3384.2176,250.97893450387164
3416.7582,269.07336350582125
3449.2987,288.30302518595585
3481.8393,308.70663367445053
3514.3798,330.3148048772241
3546.9204,353.14696708004254
3579.4609,377.207769593896
3612.0015,402.48315754383196
3644.542,428.9364861812759
3677.0826,456.50533106290686
3709.6232,485.0999627013686
3742.1637,514.6046564419087
3774.7043,544.8828545345197
3807.2448,575.7864263214728
3839.7854,607.1678690917214
3872.3259,638.8927907128574
3904.8665,670.8494150108924
