strike,price
2440.5416,39.77660645749853
2473.0821,43.02029891390764
2505.6227,46.49055758605208
2538.1632,50.20081865198905
2570.7038,54.16518008265763
2603.2443,58.39842468641674
2635.7849,62.91604267405503
2668.3254,67.73425345778692
2700.866,72.87002633974754
2733.4065,78.34109967739514
2765.9471,84.1659980331457
2798.4876,90.3640467217634
2831.0282,96.95538305913612
2863.5688,103.96096348764084
2896.1093,111.40256560352367
2928.6499,119.30278393738196
2961.1904,127.68501813662321
2993.731,136.57345196494663
3026.2715,145.9930212648189
3058.8121,155.9693687208773
3091.3526,166.52878291214012
3123.8932,177.69811874655662
3156.4337,189.50469593249153
3188.9743,201.97617166067081
3221.5148,215.14038315422255
3254.0554,229.02515520794964
3286.596,243.65806730565666
3319.1365,259.06617441619574
3351.6771,275.2756751862507
3384.2176,292.3115210619624
3416.7582,310.19696001392373
3449.2987,328.9530091954329
3481.8393,348.5978522843895
3514.3798,369.1461597780461
3546.9204,390.608334550423
3579.4609,412.98969105342354
3612.0015,436.28958520704236
3644.542,460.50052381461785
3677.0826,485.6072975936397
3709.6232,511.5862004849805
3742.1637,538.4044187183906
3774.7043,566.0196935688899
3807.2448,594.3803770663217
3839.7854,623.4260027817188
3872.3259,653.0884747284799
3904.8665,683.2939268141666
