strike,price
2440.5416,36.594986044086085
2473.0821,39.633878131955235
2505.6227,42.89080575133492
2538.1632,46.37927105608214
2570.7038,50.113495653874544
2603.2443,54.10845105944637
2635.7849,58.37988933147331
2668.3254,62.94437363979899
2700.866,67.81930844667701
2733.4065,73.02296890987331
2765.9471,78.57452902443909
2798.4876,84.4940879108252
2831.0282,90.80269352625199
2863.5688,97.52236291996242
2896.1093,104.67609796637002
2928.6499,112.28789528776151
2961.1904,120.38274881386677
2993.731,128.98664311214375
3026.2715,138.1265352521707
3058.8121,147.8303225315631
3091.3526,158.12679288041167
3123.8932,169.04555416770873
3156.4337,180.61693794916414
3188.9743,192.87187241650417
3221.5148,205.84171843456397
3254.0554,219.55806159408135
3286.596,234.05245219012056
3319.1365,249.3560840070485
3351.6771,265.4994018354796
3384.2176,282.5116269023004
3416.7582,300.42018907612584
3449.2987,319.25005513876573
3481.8393,339.02294405437993
3514.3798,359.75642367275185
3546.9204,381.4628895417832
3579.4609,404.1484365743491
3612.0015,427.8116494822324
3644.542,452.4423593974404
3677.0826,478.020442739983
3709.6232,504.5147737115897
3742.1637,531.8824808557393
3774.7043,560.0686938432226
3807.2448,589.0069862292968
3839.7854,618.6207046533005
3872.3259,648.825303413387
3904.8665,679.5316606335201
