strike,price
2440.5416,62.21899345201884
2473.0821,66.77547093866887
2505.6227,71.60204238869946
2538.1632,76.71078498534067
2570.7038,82.11409021976844
2603.2443,87.82465640285535
2635.7849,93.8554793257305
2668.3254,100.21984088575825
2700.866,106.93129548095321
2733.4065,114.00365396174935
2765.9471,121.45096491454892
2798.4876,129.28749303677893
2831.0282,137.52769434836333
2863.5688,146.18618796996543
2896.1093,155.27772418420986
2928.6499,164.81714848291446
2961.1904,174.8193612914915
2993.731,185.29927305184754
3026.2715,196.27175433794582
3058.8121,207.7515806747094
3091.3526,219.7533717321268
3123.8932,232.29152457368522
3156.4337,245.38014065306695
3188.9743,259.03294627732566
3221.5148,273.2632062906412
3254.0554,288.0836307827569
3286.596,303.5062746932433
3319.1365,319.5424302701294
3351.6771,336.2025124528519
3384.2176,353.4959373890582
3416.7582,371.4309944669439
3449.2987,390.01471245418634
3481.8393,409.25272058585455
3514.3798,429.1491057414272
3546.9204,449.7062671991469
3579.4609,470.9247708570577
3612.0015,492.80320526511827
3644.542,515.3380423196021
3677.0826,538.523506023512
3709.6232,562.3514533029542
3742.1637,586.8112714700674
3774.7043,611.889797509262
3807.2448,637.5712648946417
3839.7854,663.8372840685339
3872.3259,690.6668629550635
3904.8665,718.0364738648456
