Start Date,22/06/1997,10000,,,,,,,
End Date,07/11/2024,0,,,,,,,
,,,,,,,,,
,SPX Index,,,,,,,,
Dates,PX_LAST,EQY_DVD_YLD_12M,30DAY_IMPVOL_100.0%MNY_DF,60DAY_IMPVOL_100.0%MNY_DF,3MTH_IMPVOL_100.0%MNY_DF,6MTH_IMPVOL_100.0%MNY_DF,12MTH_IMPVOL_100.0%MNY_DF,18MTH_IMPVOL_100.0%MNY_DF,24MTH_IMPVOL_100.0%MNY_DF
07 December 2009,1103.25,2.1911,19.2114,20.6436,21.8508,23.5905,24.6395,24.9385,25.1588
08 December 2009,1091.94,2.2139,20.1563,21.3556,22.4904,24.1504,25.019,25.1723,25.3778
09 December 2009,1095.95,2.2038,19.9032,21.0382,22.2553,23.9461,24.8421,25.0372,25.3512
10 December 2009,1102.35,2.1917,19.2002,20.6518,21.9296,23.7488,24.6975,24.9048,25.1906
11 December 2009,1106.41,2.1818,18.3741,20.1373,21.5199,23.3775,24.3579,24.5585,24.8604
14 December 2009,1114.11,2.1651,17.8996,19.8281,21.3249,23.1883,24.2136,24.42,24.7483
15 December 2009,1107.93,2.1772,18.2426,20.1037,21.5507,23.3009,24.1996,24.4421,24.6562
16 December 2009,1109.18,2.1739,17.7627,19.5559,20.9279,22.6566,23.6943,24.0468,24.3152
17 December 2009,1096.08,2.2004,18.6613,20.1904,21.4074,22.9493,23.9121,24.1566,24.4351
18 December 2009,1102.47,2.1877,18.3117,20.1214,21.3819,22.9363,23.9445,24.1542,24.4499
21 December 2009,1114.05,2.1469,16.823,18.873,20.3788,22.122,23.4149,23.7686,24.0812
22 December 2009,1118.02,2.1394,16.003,18.1055,19.7846,21.6751,22.9838,23.3648,23.7305
23 December 2009,1120.59,2.1178,16.0702,18.0325,19.6299,21.4868,22.8143,23.2489,23.6408
24 December 2009,1126.48,2.1075,15.8703,17.8456,19.3599,21.2751,22.5919,23.0468,23.4313
28 December 2009,1127.78,2.1059,16.5926,18.1839,19.5301,21.2848,22.555,22.9722,23.3403
29 December 2009,1126.2,2.0972,16.3273,17.9931,19.4331,21.1954,22.4748,22.8863,23.2565
30 December 2009,1126.42,2.0949,16.6529,18.3521,19.7895,21.4176,22.5778,22.9808,23.3198
31 December 2009,1115.1,2.1157,17.0322,18.7773,20.2009,21.6678,22.8031,23.1442,23.4809
04 January 2010,1132.98,2.0703,16.6042,18.3525,19.7216,21.2108,22.4023,22.8288,23.1948
05 January 2010,1136.52,2.0639,16.0735,17.9484,19.3086,20.8739,22.0508,22.5973,22.9306
06 January 2010,1137.14,2.0595,16.4293,17.5003,18.625,20.3329,21.5458,22.0189,22.3845
07 January 2010,1141.7,2.0509,16.2087,17.2519,18.3174,19.9373,21.188,21.7026,22.0607
08 January 2010,1144.98,2.045,15.919,17.016,18.0653,19.7171,20.7741,21.2692,21.5991
11 January 2010,1146.98,2.0415,16.0781,17.1946,18.0385,19.5225,20.3971,20.8175,21.1588
12 January 2010,1136.22,2.0608,16.785,18.0426,18.8812,20.0764,20.7582,20.9964,21.2148
13 January 2010,1145.68,2.0427,15.5903,16.868,17.8144,19.3007,20.164,20.5502,20.8209
14 January 2010,1148.46,2.0397,15.0744,16.6517,17.651,19.0735,19.9398,20.3048,20.5854
15 January 2010,1136.03,2.0621,15.5939,17.2933,18.3446,19.6309,20.4967,20.7458,20.9198
19 January 2010,1150.23,2.0366,14.4278,16.5155,17.5819,18.9901,19.9742,20.3287,20.5905
20 January 2010,1138.04,2.0597,15.536,17.2581,18.1771,19.3845,20.2711,20.5945,20.808
21 January 2010,1116.48,2.0998,18.0002,19.0226,19.7141,20.2197,20.8746,21.0514,21.2059
22 January 2010,1091.76,2.1473,22.6684,22.2729,22.3224,22.3375,22.511,22.4642,22.3
25 January 2010,1096.79,2.1386,20.3421,20.7434,21.1078,21.4867,21.8496,21.9063,22.1495
26 January 2010,1092.17,2.1481,20.0468,20.7785,21.3488,21.5341,21.7846,21.8661,22.0865
27 January 2010,1097.5,2.1342,19.8533,20.6969,21.1149,21.4,21.7229,21.959,22.1513
28 January 2010,1084.53,2.1582,19.788,20.5606,21.1533,21.59,21.8588,22.008,22.1784
29 January 2010,1073.87,2.1798,21.6833,22.0926,22.4115,22.3294,22.4947,22.6929,22.6548
01 February 2010,1089.19,2.1491,19.5305,20.1942,20.6591,21.192,21.555,21.7706,21.9895
02 February 2010,1103.32,2.1215,18.0236,19.009,19.7666,20.5827,20.9823,21.2768,21.5199
03 February 2010,1097.28,2.1072,18.5317,19.4853,20.2827,20.8007,21.302,21.5,21.6447
04 February 2010,1063.11,2.1729,22.4875,22.6243,22.8038,22.7199,22.7428,22.7773,22.7818
05 February 2010,1066.19,2.1666,22.5193,22.8988,23.0798,23.0059,23.2,23.2593,23.3074
08 February 2010,1056.74,2.1873,22.5816,22.8544,23.1114,23.1198,23.1485,23.216,23.2568
09 February 2010,1070.52,2.1592,21.5788,22.1479,22.5438,22.7425,22.9255,23.0577,23.1583
10 February 2010,1068.14,2.1641,21.9363,22.2345,22.6787,22.62,23.0059,23.0975,23.1954
11 February 2010,1078.47,2.1428,20.9738,21.4452,21.8938,22.2779,22.4747,22.573,22.7658
12 February 2010,1075.51,2.1486,21.1777,21.6724,22.1659,22.2797,22.6495,22.6651,22.792
16 February 2010,1094.87,2.0861,19.1453,20.1951,20.8657,21.2506,21.8702,22.0018,22.242
17 February 2010,1099.51,2.0785,18.4697,19.651,20.4334,21.0847,21.6741,21.8711,22.1013
18 February 2010,1106.75,2.0653,17.2758,18.7246,19.6501,20.4397,21.1569,21.431,21.6649
19 February 2010,1109.17,2.0618,16.8481,18.0555,19.1176,20.0323,20.8878,21.1541,21.4317
22 February 2010,1108.02,2.064,16.4167,17.5154,18.564,19.6846,20.5554,20.7665,21.0138
23 February 2010,1094.6,2.0893,18.1089,18.8972,19.64,20.3288,21.0734,21.2799,21.5002
24 February 2010,1105.24,2.071,17.377,18.3262,19.2007,20.1653,20.8237,20.9487,21.1887
25 February 2010,1102.94,2.0533,17.2351,18.281,19.2261,20.2717,20.8646,20.9486,21.2039
26 February 2010,1104.49,2.0495,16.2473,17.5542,18.578,19.8176,20.5345,20.7362,21.006
01 March 2010,1115.71,2.0272,16.2763,17.5427,18.4565,19.6178,20.4072,20.6244,20.861
02 March 2010,1118.31,2.0225,16.1039,17.3102,18.19,19.3309,20.1202,20.4106,20.7014
03 March 2010,1118.79,2.0223,15.9744,17.1396,17.9895,19.1393,19.9201,20.1638,20.4047
04 March 2010,1122.97,2.0134,15.6433,17.1875,18.1079,19.204,20.0335,20.4108,20.6689
05 March 2010,1138.7,1.9857,14.6777,16.1985,17.1881,18.5331,19.5857,20.0002,20.3603
08 March 2010,1138.51,1.987,15.0146,16.32,17.1652,18.5131,19.4478,19.8468,20.2094
09 March 2010,1140.45,1.878,15.4904,16.6646,17.4218,18.6965,19.5734,19.9445,20.32
10 March 2010,1145.61,1.8702,15.9153,16.7755,17.5228,18.7523,19.6213,20.0066,20.3688
11 March 2010,1150.24,1.8638,16.0388,17.2127,18.0099,19.2348,20.0731,20.382,20.7321
12 March 2010,1149.99,1.8643,15.7307,17.0208,17.8467,19.0623,19.9688,20.3166,20.6798
15 March 2010,1150.51,1.8649,15.7118,17.1639,17.928,19.1522,20.0103,20.3215,20.6933
16 March 2010,1159.46,1.8495,14.9566,16.6066,17.3889,18.6886,19.705,20.0974,20.4792
17 March 2010,1166.21,1.8389,14.5569,16.1736,17.0506,18.4715,19.4459,19.7938,20.1761
18 March 2010,1165.83,1.8399,14.1231,15.835,16.8411,18.3683,19.4264,19.8533,20.2447
19 March 2010,1159.9,1.8493,14.4388,16.248,17.2347,18.7269,19.7383,20.2085,20.6146
22 March 2010,1165.81,1.8396,14.1514,15.9295,16.979,18.4549,19.6346,20.1404,20.5221
23 March 2010,1174.17,1.8274,13.6859,15.4258,16.5136,18.1923,19.4136,19.9896,20.4045
24 March 2010,1167.72,1.8376,14.739,16.1613,17.1231,18.5882,19.7353,20.2493,20.6449
25 March 2010,1165.73,1.8406,14.9547,16.1354,17.0736,18.5912,19.6213,20.1695,20.5602
26 March 2010,1166.59,1.8394,15.1548,16.5297,17.3714,18.8055,19.8307,20.3365,20.6906
29 March 2010,1173.22,1.8289,14.8159,16.0214,16.9326,18.5376,19.5988,20.1227,20.5242
30 March 2010,1173.27,1.8293,14.4298,15.722,16.69,18.2749,19.464,20.0386,20.4578
31 March 2010,1169.43,1.8369,14.7227,15.9323,16.9693,18.4427,19.6218,20.1703,20.5776
01 April 2010,1178.1,1.8234,14.8068,16.0822,17.1514,18.5939,19.7771,20.2904,20.6781
05 April 2010,1187.44,1.8105,14.164,15.4269,16.5541,18.0773,19.3302,19.9404,20.3925
06 April 2010,1189.44,1.8075,13.5309,14.8552,16.0347,17.7783,19.2101,19.8695,20.3652
07 April 2010,1182.45,1.8175,14.7393,15.3812,16.3981,18.0996,19.3741,20.0641,20.5281
08 April 2010,1186.44,1.8116,14.1282,14.813,15.9237,17.873,19.279,20.0241,20.5372
09 April 2010,1194.37,1.7995,13.9499,14.6617,15.8052,17.7533,19.1876,19.94,20.4644
12 April 2010,1196.48,1.7963,14.0666,14.8813,16.0377,17.8107,19.2436,19.9924,20.5286
13 April 2010,1197.3,1.7963,13.8468,14.7796,15.8901,17.7684,19.2409,20.0332,20.6074
14 April 2010,1210.65,1.7766,13.5253,14.6443,15.7283,17.7628,19.339,20.1772,20.741
15 April 2010,1211.67,1.7751,13.6267,14.77,16.01,17.9537,19.5754,20.3881,20.9405
16 April 2010,1192.13,1.8042,15.008,15.927,17.1373,18.9513,20.3441,21.0465,21.5115
19 April 2010,1197.52,1.796,14.0983,15.4732,16.9042,18.9272,20.4929,21.2833,21.7927
20 April 2010,1207.18,1.7816,12.7162,14.5279,15.9737,18.2724,19.9753,20.7608,21.2957
21 April 2010,1205.95,1.7836,13.2529,15.1356,16.4004,18.5967,20.3033,21.0764,21.5803
22 April 2010,1208.67,1.7801,12.8005,14.765,16.196,18.5176,20.1961,21.0385,21.541
23 April 2010,1217.28,1.7675,13.1559,14.8751,16.2404,18.5099,20.0539,20.7897,21.2671
26 April 2010,1212.05,1.7751,14.3232,15.5607,16.7864,18.9288,20.3436,21.053,21.5221
27 April 2010,1183.71,1.8176,17.2785,17.7193,18.5999,20.2348,21.3965,21.9141,22.2673
28 April 2010,1191.36,1.8067,16.6919,17.6347,18.5732,20.3332,21.4543,22.028,22.4073
29 April 2010,1206.78,1.7835,14.8173,16.1259,17.4114,19.5783,20.8705,21.5679,22.0464
30 April 2010,1186.69,1.8128,17.3007,18.103,19.1693,20.9934,22.1433,22.5964,22.8724
03 May 2010,1202.26,1.7891,16.2059,17.3969,18.6292,20.5002,21.6959,22.2621,22.5962
04 May 2010,1173.6,1.8328,19.949,20.3327,21.1281,22.617,23.585,24.0085,24.2506
05 May 2010,1165.9,1.8476,21.0113,21.4693,22.182,23.4803,24.3747,24.8275,25.0422
06 May 2010,1128.15,1.9111,29.0523,28.1073,28.2122,27.8984,27.4519,27.58,27.6397
07 May 2010,1110.89,1.9408,32.7146,30.9173,30.426,29.7802,29.2761,29.2225,29.0373
10 May 2010,1159.73,1.8594,24.128,23.8689,24.3341,25.1648,25.9102,25.9353,26.0656
11 May 2010,1155.79,1.8668,23.5753,23.3664,23.8468,24.6168,25.1193,25.5391,25.9602
12 May 2010,1171.67,1.8443,20.9981,21.4556,21.9878,23.0481,23.6596,24.0802,24.4627
13 May 2010,1157.44,1.8672,21.867,22.266,22.7789,23.4232,23.9884,24.2852,24.5418
14 May 2010,1135.68,1.903,26.5204,26.3825,26.2612,26.1929,26.2654,26.0432,26.0726
17 May 2010,1136.94,1.9014,25.598,25.6233,25.8304,26.1297,26.3684,26.2686,26.2983
18 May 2010,1120.8,1.9292,27.8155,27.3079,27.3588,27.112,27.1718,26.9026,26.8225
19 May 2010,1115.05,1.94,28.434,27.9538,28.0112,28.0671,28.0703,27.9917,28.0323
20 May 2010,1071.59,2.0201,34.4124,32.5365,32.0031,31.517,31.049,31.0014,30.9731
21 May 2010,1087.69,1.9902,35.9283,34.2282,33.2658,32.0391,31.3252,31.2649,31.3871
24 May 2010,1073.65,2.0164,29.9643,29.9129,29.8636,29.6382,29.896,30.1113,30.2746
25 May 2010,1074.03,2.016,29.5534,29.6036,29.6881,29.7467,30.125,30.3064,30.5033
26 May 2010,1067.95,2.03,29.1521,28.6751,28.5709,28.5898,29.0272,29.3819,29.645
27 May 2010,1103.06,1.9674,24.8382,25.1738,25.5812,26.3765,27.1521,27.782,28.1284
28 May 2010,1089.41,1.9918,25.1043,25.2767,25.5422,26.2515,26.9669,27.4494,27.7381
01 June 2010,1070.71,2.027,28.4812,27.7733,27.418,27.4018,27.4773,27.932,28.1606
02 June 2010,1098.38,1.9769,24.9774,25.2567,25.4286,26.0117,26.584,27.0128,27.2903
03 June 2010,1102.83,1.9747,24.532,24.7172,24.8894,25.5236,26.0244,26.3987,26.6643
04 June 2010,1064.88,2.0454,29.8311,29.0794,28.4528,28.0752,28.0206,28.058,28.1322
07 June 2010,1050.47,2.0736,30.8929,30.0508,29.213,28.5728,28.2843,28.2618,28.1942
08 June 2010,1062,2.0523,28.9188,28.6607,28.4189,28.1391,28.0579,28.1309,28.1865
09 June 2010,1055.69,2.0653,28.357,28.2176,27.9938,27.9883,28.09,28.1358,28.1988
10 June 2010,1086.84,2.0041,25.6688,25.8479,25.9973,26.5808,27.0556,27.3197,27.4777
11 June 2010,1091.6,1.9976,25.0714,25.5295,25.7644,26.3687,26.855,27.2026,27.3829
14 June 2010,1089.63,2.0013,24.2401,24.6806,25.0185,25.7774,26.4079,26.7706,26.9731
15 June 2010,1115.23,1.9553,21.8068,22.6578,23.1941,24.2319,24.925,25.3956,25.6547
16 June 2010,1114.61,1.956,22.4218,23.0629,23.4146,24.398,24.99,25.3806,25.6017
17 June 2010,1116.04,1.9552,22.1996,22.8982,23.2569,24.2469,24.8825,25.1999,25.4245
18 June 2010,1117.51,1.9526,19.5858,20.9363,21.6933,23.1489,24.0297,24.5175,24.8471
21 June 2010,1113.2,1.9598,21.4375,22.0402,22.5012,23.6024,24.1407,24.5252,24.7165
22 June 2010,1095.31,1.9928,22.5712,23.0029,23.637,24.4245,24.9305,25.0627,25.1982
23 June 2010,1092.04,1.9988,23.4003,23.7319,24.2373,25.0442,25.4278,25.4975,25.5693
24 June 2010,1073.69,2.0337,25.5244,25.6225,25.9092,26.2897,26.4236,26.4273,26.4926
25 June 2010,1076.77,2.0279,24.0825,24.6415,25.1272,25.8921,26.174,26.3764,26.4931
28 June 2010,1074.57,2.0357,24.2052,24.6642,25.2789,25.9948,26.304,26.4585,26.5434
29 June 2010,1041.24,2.1015,30.3911,29.5684,29.319,29.1656,29.046,29.0062,28.9258
30 June 2010,1030.71,2.1234,29.0758,28.9979,29.081,29.1037,28.9493,28.9395,28.8751
01 July 2010,1027.37,2.1301,28.9145,29.2322,29.4314,29.4979,29.4065,29.4594,29.521
02 July 2010,1022.58,2.1483,26.3038,27.4878,28.3264,28.9047,29.1937,29.2372,29.2695
06 July 2010,1028.06,2.1368,27.0575,27.5534,28.0938,28.6209,28.9237,29.0145,29.0117
07 July 2010,1060.27,2.0734,23.8738,24.4491,25.3898,26.518,27.2877,27.7688,27.9482
08 July 2010,1070.24,2.0544,23.1537,23.7363,24.6961,25.9564,26.7654,27.3217,27.5252
09 July 2010,1077.96,2.0397,22.2496,23.0338,24.0891,25.3103,26.2825,26.8597,27.0813
12 July 2010,1078.75,2.0382,22.6155,23.4161,24.2668,25.4422,26.3166,26.8132,27.1049
13 July 2010,1095.34,2.0094,21.5701,22.4859,23.4397,24.67,25.7964,26.2807,26.6247
14 July 2010,1095.17,2.0098,22.4417,23.4043,24.4902,25.4619,26.4803,26.9729,27.1776
15 July 2010,1096.48,2.0091,22.9504,23.6651,24.8827,25.9894,27.0586,27.6219,27.8039
16 July 2010,1064.88,2.0688,24.5423,25.5047,26.4043,27.3412,28.0512,28.4211,28.5698
19 July 2010,1071.25,2.0568,22.6739,24.0531,25.1484,26.4987,27.5693,27.9504,28.2034
20 July 2010,1083.48,2.0382,21.1516,22.568,23.8259,25.1157,26.2786,26.7012,27.0499
21 July 2010,1069.59,2.066,23.0745,24.0388,24.9362,25.8403,26.8564,27.249,27.4414
22 July 2010,1093.67,2.0209,21.1974,22.2359,23.1789,24.6269,25.7847,26.3752,26.6721
23 July 2010,1102.66,2.0045,20.5311,21.6496,22.7098,24.3134,25.6359,26.2241,26.5291
26 July 2010,1115.01,1.9821,19.8235,21.044,22.202,23.8393,25.0574,25.686,25.9824
27 July 2010,1113.84,1.9842,19.6434,20.8441,21.9971,23.5336,24.6978,25.2871,25.563
28 July 2010,1106.13,1.9983,20.5298,21.6052,22.5916,23.8894,24.8136,25.2865,25.5248
29 July 2010,1101.53,2.0088,19.9409,21.2384,22.3053,23.5718,24.5525,25.0216,25.2738
30 July 2010,1101.6,2.0074,19.9005,21.3342,22.5015,23.6605,24.5433,24.9729,25.2108
02 August 2010,1125.86,1.9651,18.0194,19.5019,20.9291,22.3497,23.4912,24.0784,24.3992
03 August 2010,1120.46,1.9745,18.669,20.0426,21.2976,22.7297,23.8051,24.3219,24.6205
04 August 2010,1127.24,1.9654,18.4704,20.0424,21.3763,22.7239,23.7513,24.2638,24.5283
05 August 2010,1125.82,1.9686,18.5079,20.3555,21.8908,23.2047,24.1379,24.5429,24.75
06 August 2010,1121.64,1.9774,18.3978,20.6124,22.0279,23.4531,24.3432,24.7074,24.9081
09 August 2010,1127.79,1.967,18.1584,20.223,21.6915,23.0262,24.0497,24.4617,24.6795
10 August 2010,1121.06,1.9793,18.5072,20.65,22.0859,23.365,24.2967,24.679,24.9194
11 August 2010,1089.47,2.039,22.0956,23.3939,24.3831,25.2816,25.9645,26.1852,26.2735
12 August 2010,1083.61,2.0515,22.4587,23.7656,24.8315,25.6437,26.262,26.5346,26.6473
13 August 2010,1079.25,2.0613,22.8901,24.3873,25.3756,26.2081,26.894,27.1207,27.2191
16 August 2010,1079.38,2.0604,23.1244,24.7016,25.6278,26.4123,27.0037,27.1998,27.2298
17 August 2010,1092.54,2.0369,20.7424,22.9331,24.1617,25.2788,26.2345,26.5062,26.5743
18 August 2010,1094.16,2.0356,20.7266,22.7036,23.8319,25.0969,26.0877,26.3614,26.512
19 August 2010,1075.63,2.0711,22.3594,24.1561,25.2456,26.1463,27.0005,27.1078,27.1567
20 August 2010,1071.69,2.0788,21.9821,24.138,25.4329,26.4787,27.384,27.5243,27.5553
23 August 2010,1067.36,2.0874,21.3962,23.5795,24.8187,26.0613,27.1656,27.3445,27.4443
24 August 2010,1051.87,2.1185,23.205,24.7116,25.7782,26.868,27.6742,27.8246,27.896
25 August 2010,1055.33,2.1127,23.5408,25.01,25.9128,26.9331,27.7401,27.8899,27.9773
26 August 2010,1047.22,2.1292,24.0466,25.355,26.1603,27.1476,27.963,28.1247,28.1566
27 August 2010,1064.59,2.0996,21.3881,23.3606,24.4548,25.9224,26.9876,27.3742,27.5157
30 August 2010,1048.92,2.1321,23.2638,24.6996,25.4551,26.7225,27.6208,27.8677,27.9028
31 August 2010,1049.33,2.1315,23.8398,25.0456,25.7899,27.004,27.8972,28.1268,28.1621
01 September 2010,1080.29,2.0707,21.4608,22.9018,23.8995,25.5559,26.8754,27.2115,27.315
02 September 2010,1090.1,2.0572,20.2852,21.968,23.0496,24.8522,26.2306,26.7705,26.9294
03 September 2010,1104.51,2.031,18.4713,20.4554,21.7672,23.8793,25.4282,26.0318,26.3028
07 September 2010,1091.84,2.0543,20.4544,21.9638,22.8907,24.6525,25.963,26.4447,26.6462
08 September 2010,1098.87,2.043,20.5399,21.6584,22.6798,24.4815,25.8146,26.3803,26.5423
09 September 2010,1104.18,2.0331,19.7519,21.1693,22.1741,23.9081,25.3204,25.8884,26.1082
10 September 2010,1109.55,2.0234,19.0304,20.5981,21.7424,23.6531,25.086,25.6324,25.8073
13 September 2010,1121.9,2.003,18.5766,20.084,21.2243,23.0501,24.3725,24.9334,25.1382
14 September 2010,1121.1,2.0044,18.0003,19.7777,20.788,22.7088,24.1619,24.6944,24.8793
15 September 2010,1125.07,1.9975,19.0686,20.4254,21.2735,23.0284,24.3391,24.7951,24.9531
16 September 2010,1124.66,2.0011,18.5104,20.1602,21.3102,23.1949,24.5229,24.956,25.0999
17 September 2010,1125.59,1.9995,18.0908,19.9551,21.1703,23.1163,24.6543,25.0954,25.2583
20 September 2010,1142.71,1.9667,17.6764,19.4277,20.5558,22.4731,24.0537,24.5886,24.7551
21 September 2010,1139.78,1.9718,18.7499,20.0104,21.0108,22.8037,24.3282,24.7711,24.9979
22 September 2010,1134.28,1.9827,19.0398,20.3612,21.4207,23.1187,24.6291,25.1714,25.2719
23 September 2010,1124.83,1.9994,20.1818,21.3304,22.2399,23.8982,25.227,25.6885,25.7769
24 September 2010,1148.67,1.958,18.2122,19.7515,20.9487,22.8708,24.3947,24.9038,25.0476
27 September 2010,1142.16,1.9692,18.6714,20.0267,21.1258,23.0532,24.4736,24.9073,25.1189
28 September 2010,1147.7,1.9603,19.4757,20.7833,21.6773,23.435,24.8068,25.1488,25.3503
29 September 2010,1144.73,1.9659,19.8034,21.1061,21.964,23.7965,25.1251,25.4709,25.6163
30 September 2010,1141.2,1.9718,19.8175,21.2789,22.197,24.028,25.2764,25.6709,25.7602
01 October 2010,1146.24,1.9637,19.0448,20.7597,21.7611,23.7835,25.0495,25.4184,25.5821
04 October 2010,1137.03,2.0131,20.3778,21.734,22.6033,24.383,25.5892,25.8026,26.003
05 October 2010,1160.75,1.972,18.3585,20.0589,21.1567,23.2767,24.6919,25.0622,25.3211
06 October 2010,1159.97,1.9752,19.4187,20.3763,21.2901,23.5263,24.9237,25.2846,25.4714
07 October 2010,1158.06,1.9784,19.3759,20.4882,21.3911,23.6127,25.0197,25.4356,25.5933
08 October 2010,1165.15,1.9664,18.3976,19.5988,20.5432,22.954,24.4845,24.9489,25.146
11 October 2010,1165.32,1.9662,18.397,19.7421,20.58,22.8524,24.4402,24.8634,25.1479
12 October 2010,1169.77,1.9587,17.7101,19.1527,19.9253,22.4458,24.007,24.4787,24.8025
13 October 2010,1178.1,1.9469,17.4988,18.9533,19.6905,22.0934,23.6738,24.1704,24.5364
14 October 2010,1173.81,1.9527,18.7591,19.9497,20.5214,22.794,24.2224,24.6045,24.8869
15 October 2010,1176.19,1.9486,17.7393,19.3782,20.2148,22.6027,24.0946,24.4999,24.8092
18 October 2010,1184.71,1.9349,16.68,18.4957,19.3513,21.867,23.4844,23.9779,24.2937
19 October 2010,1165.9,1.9661,18.7616,20.1239,20.6736,22.9293,24.2904,24.6104,24.8625
20 October 2010,1178.17,1.9469,17.0317,18.5548,19.2501,21.8583,23.4744,23.931,24.2313
21 October 2010,1180.27,1.944,16.9594,18.4338,19.1682,21.6759,23.1717,23.5647,23.8347
22 October 2010,1183.08,1.9394,16.5332,17.8841,18.6339,21.2569,22.8652,23.3079,23.5689
25 October 2010,1185.62,1.9353,16.9838,17.8372,18.5546,21.1234,22.5075,22.8454,23.0788
26 October 2010,1185.64,1.9352,18.0213,18.5821,19.2347,21.3911,22.598,22.8809,23.079
27 October 2010,1182.45,1.9415,18.5695,19.1606,19.8752,21.9603,22.98,23.0841,23.1756
28 October 2010,1183.78,1.9403,18.4714,19.0041,19.7532,21.8262,22.8203,22.9425,22.9918
29 October 2010,1183.26,1.94,18.5909,18.9705,19.7019,21.7334,22.6426,22.7665,22.806
01 November 2010,1184.39,1.9381,19.6637,19.8177,20.4348,22.1679,22.9297,23.0708,23.0973
02 November 2010,1193.57,1.9233,18.9099,19.1683,19.8519,21.65,22.5163,22.7275,22.8708
03 November 2010,1197.96,1.9176,17.0827,17.7621,18.7149,20.7889,21.8957,22.1201,22.2604
04 November 2010,1221.06,1.8831,16.0239,16.6973,17.5211,19.6864,20.9375,21.2005,21.3158
05 November 2010,1225.85,1.8757,15.8424,16.6843,17.5244,19.7664,21.1243,21.4744,21.6154
08 November 2010,1223.25,1.8817,15.6656,16.5379,17.6077,19.9038,21.2133,21.4698,21.624
09 November 2010,1213.4,1.8985,16.2508,16.9093,18.0018,20.2071,21.5186,21.7934,21.9333
10 November 2010,1218.71,1.8908,16.0341,16.6632,17.9701,20.2616,21.5255,21.8524,21.959
11 November 2010,1213.54,1.8987,15.9432,16.6937,18.0438,20.3379,21.6733,21.9413,22.0926
12 November 2010,1199.21,1.9236,17.4303,17.9388,19.2193,21.3208,22.4668,22.6548,22.748
15 November 2010,1197.75,1.9255,16.9369,17.7119,19.0606,21.0602,22.1696,22.3402,22.5187
16 November 2010,1178.34,1.9614,19.7244,19.734,21.0296,22.6477,23.4384,23.4572,23.5315
17 November 2010,1178.59,1.9593,18.9761,19.1801,20.5326,22.2362,23.2213,23.3285,23.4314
18 November 2010,1196.69,1.9299,15.7953,16.8972,18.7322,21.0491,22.3276,22.5561,22.713
19 November 2010,1199.73,1.9326,15.2961,16.7153,18.4632,20.8858,22.2237,22.4417,22.5936
22 November 2010,1197.84,1.9369,15.819,16.8948,18.3704,20.724,21.9957,22.3334,22.5111
23 November 2010,1180.73,1.9656,17.5844,17.9651,19.2575,21.3418,22.5185,22.7196,22.863
24 November 2010,1198.35,1.9372,16.1756,16.9248,18.3266,20.7207,22.0698,22.351,22.5648
26 November 2010,1189.4,1.9558,18.561,18.74,19.8971,21.8091,22.916,23.061,23.2013
29 November 2010,1187.76,1.9605,18.3364,18.8674,20.0462,21.8934,22.9617,23.0397,23.1823
30 November 2010,1180.55,1.9688,19.6089,20.0573,21.0599,22.6051,23.4368,23.5195,23.6396
01 December 2010,1206.07,1.9279,17.9565,18.9524,20.1548,22.0127,22.9877,23.1974,23.3193
02 December 2010,1221.53,1.904,16.5228,17.4602,18.7989,20.9807,22.2051,22.4305,22.649
03 December 2010,1224.71,1.9066,14.982,16.2782,17.8512,20.3154,21.7053,22.0232,22.2521
06 December 2010,1223.12,1.9094,15.0604,16.2111,17.671,20.0712,21.5069,21.8585,22.1103
07 December 2010,1223.75,1.9078,15.0967,16.2838,17.6541,19.8912,21.2726,21.6914,21.9807
08 December 2010,1228.28,1.901,15.4192,16.0051,17.2462,19.5798,21.0496,21.3986,21.6799
09 December 2010,1233,1.8937,15.0946,15.7301,16.9127,19.3078,20.6951,21.1102,21.4105
10 December 2010,1240.4,1.8825,14.9667,15.5415,16.7029,18.9121,20.362,20.8078,21.1378
13 December 2010,1240.46,1.8829,15.3108,15.9634,17.0695,19.0951,20.3661,20.7539,21.0091
14 December 2010,1241.59,1.8814,15.4993,16.2158,17.2234,19.1808,20.477,20.8206,21.0749
15 December 2010,1235.23,1.8926,15.6969,16.4994,17.454,19.4194,20.6616,20.9845,21.2177
16 December 2010,1242.87,1.8967,15.1292,16.3813,17.3503,19.3444,20.7081,21.0588,21.3307
17 December 2010,1243.91,1.8952,13.8471,15.5098,16.7958,19.1482,20.6373,20.9983,21.2806
20 December 2010,1247.08,1.8881,13.3798,15.2341,16.5443,18.8764,20.427,20.782,21.0867
21 December 2010,1254.6,1.8782,13.4813,15.2262,16.4298,18.7893,20.3619,20.7165,21.0781
22 December 2010,1258.84,1.876,13.0563,14.9496,16.1895,18.6777,20.382,20.7507,21.1168
23 December 2010,1256.77,1.8762,13.777,15.7324,16.8131,19.2064,20.8425,21.1935,21.5059
27 December 2010,1257.54,1.8751,14.6443,16.4269,17.5451,19.696,21.0665,21.3865,21.7153
28 December 2010,1258.51,1.8737,14.7045,16.4778,17.577,19.8293,21.1619,21.4828,21.8294
29 December 2010,1259.78,1.8726,14.3021,16.0611,17.3218,19.7106,21.1167,21.3767,21.6864
