Start Date,22/06/1997,10000,,,,,,,
End Date,07/11/2024,0,,,,,,,
,,,,,,,,,
,SPX Index,,,,,,,,
Dates,PX_LAST,EQY_DVD_YLD_12M,30DAY_IMPVOL_100.0%MNY_DF,60DAY_IMPVOL_100.0%MNY_DF,3MTH_IMPVOL_100.0%MNY_DF,6MTH_IMPVOL_100.0%MNY_DF,12MTH_IMPVOL_100.0%MNY_DF,18MTH_IMPVOL_100.0%MNY_DF,24MTH_IMPVOL_100.0%MNY_DF
23 June 1997,878.62,1.663,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 June 1997,896.34,1.6302,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25 June 1997,888.99,1.6319,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 June 1997,883.68,1.6429,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27 June 1997,887.3,1.6361,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 June 1997,885.14,1.6859,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01 July 1997,891.03,1.6682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 July 1997,904.03,1.6456,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 July 1997,916.92,1.6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07 July 1997,912.2,1.6302,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 July 1997,918.75,1.6191,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 July 1997,907.54,1.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 July 1997,913.78,1.63,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 July 1997,916.68,1.6254,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14 July 1997,918.38,1.6165,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 July 1997,925.76,1.6036,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16 July 1997,936.59,1.5848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 July 1997,931.61,1.5928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 July 1997,915.3,1.6212,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21 July 1997,912.94,1.6254,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 July 1997,933.98,1.5879,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 July 1997,936.56,1.5838,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 July 1997,940.3,1.5775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25 July 1997,938.79,1.58,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28 July 1997,936.45,1.5831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 July 1997,942.29,1.5742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 July 1997,952.29,1.5594,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31 July 1997,954.29,1.5698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01 August 1997,947.14,1.5773,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04 August 1997,950.3,1.5716,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 August 1997,952.37,1.5682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 August 1997,960.32,1.5559,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07 August 1997,951.19,1.5714,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 August 1997,933.54,1.6011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 August 1997,937,1.5948,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 August 1997,926.53,1.6138,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 August 1997,922.02,1.6229,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14 August 1997,924.77,1.619,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 August 1997,900.81,1.6627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 August 1997,912.49,1.6422,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19 August 1997,926.01,1.6184,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20 August 1997,939.35,1.5967,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21 August 1997,925.05,1.6215,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 August 1997,923.55,1.6242,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25 August 1997,920.16,1.6277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 August 1997,913.02,1.6406,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27 August 1997,913.7,1.6401,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28 August 1997,903.67,1.6593,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 August 1997,899.47,1.6734,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 September 1997,927.58,1.6224,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 September 1997,927.86,1.6231,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04 September 1997,930.87,1.6179,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 September 1997,929.05,1.6212,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 September 1997,931.2,1.6169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 September 1997,933.62,1.6128,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 September 1997,919.03,1.6387,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 September 1997,912.59,1.6505,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 September 1997,923.91,1.6304,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 September 1997,919.77,1.6371,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16 September 1997,945.64,1.5902,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 September 1997,943,1.5956,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 September 1997,947.29,1.5887,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19 September 1997,950.51,1.5835,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 September 1997,955.43,1.5671,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 September 1997,951.93,1.5726,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 September 1997,944.48,1.585,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25 September 1997,937.91,1.5962,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 September 1997,945.22,1.5862,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 September 1997,953.34,1.5723,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 September 1997,947.28,1.5942,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01 October 1997,955.41,1.5797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 October 1997,960.46,1.5693,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 October 1997,965.03,1.5619,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 October 1997,972.69,1.5496,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07 October 1997,983.12,1.5318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 October 1997,973.84,1.5478,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 October 1997,970.62,1.5541,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 October 1997,966.98,1.5577,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 October 1997,968.1,1.5499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14 October 1997,970.28,1.5435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 October 1997,965.72,1.551,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16 October 1997,955.23,1.563,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 October 1997,944.16,1.5814,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20 October 1997,955.61,1.5624,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21 October 1997,972.28,1.5356,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 October 1997,968.49,1.5424,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 October 1997,950.69,1.5709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 October 1997,941.64,1.586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27 October 1997,876.99,1.7029,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28 October 1997,921.85,1.6201,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 October 1997,919.16,1.6265,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 October 1997,903.68,1.6549,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31 October 1997,914.62,1.6562,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 November 1997,938.99,1.6131,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04 November 1997,940.76,1.6102,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 November 1997,942.76,1.6084,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 November 1997,938.03,1.617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07 November 1997,927.51,1.6358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 November 1997,921.13,1.6483,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 November 1997,923.78,1.6436,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 November 1997,905.96,1.6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 November 1997,916.66,1.6583,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14 November 1997,928.35,1.6381,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 November 1997,946.2,1.6072,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 November 1997,938.23,1.6217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19 November 1997,944.59,1.6121,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20 November 1997,958.98,1.5863,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21 November 1997,963.09,1.5797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 November 1997,946.67,1.6066,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25 November 1997,950.82,1.5995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 November 1997,951.64,1.5997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28 November 1997,955.4,1.5964,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01 December 1997,974.78,1.5649,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 December 1997,971.68,1.5694,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 December 1997,976.77,1.5642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04 December 1997,973.1,1.5695,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 December 1997,983.79,1.5525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 December 1997,982.37,1.5548,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 December 1997,975.78,1.5653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 December 1997,969.79,1.5754,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 December 1997,954.94,1.6005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 December 1997,953.39,1.6032,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 December 1997,963.39,1.5866,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16 December 1997,968.04,1.5785,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 December 1997,965.54,1.5835,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 December 1997,955.3,1.6016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19 December 1997,946.78,1.616,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 December 1997,953.7,1.6046,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 December 1997,939.13,1.6291,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 December 1997,932.7,1.6404,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 December 1997,936.46,1.6339,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 December 1997,953.35,1.608,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 December 1997,970.84,1.5782,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31 December 1997,970.43,1.5823,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 January 1998,975.04,1.5742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 January 1998,977.07,1.571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 January 1998,966.58,1.5879,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07 January 1998,964,1.5937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 January 1998,956.05,1.607,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 January 1998,927.69,1.6561,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 January 1998,939.21,1.6347,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 January 1998,952.12,1.613,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14 January 1998,957.94,1.6029,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 January 1998,950.73,1.617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16 January 1998,961.51,1.5986,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20 January 1998,978.6,1.5691,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21 January 1998,970.81,1.5822,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 January 1998,963.04,1.595,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 January 1998,957.59,1.6042,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 January 1998,956.95,1.6053,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27 January 1998,969.02,1.5769,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28 January 1998,977.46,1.5652,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 January 1998,985.49,1.5531,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 January 1998,980.28,1.5679,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 February 1998,1001.27,1.5348,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 February 1998,1006,1.5272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04 February 1998,1006.9,1.5286,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 February 1998,1003.54,1.5347,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 February 1998,1012.46,1.522,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 February 1998,1010.74,1.5241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 February 1998,1019.01,1.5108,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 February 1998,1020.01,1.5105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 February 1998,1024.14,1.5042,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 February 1998,1020.09,1.5104,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 February 1998,1022.76,1.5065,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 February 1998,1032.08,1.4934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19 February 1998,1028.28,1.4991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20 February 1998,1034.21,1.4905,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 February 1998,1038.14,1.4851,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 February 1998,1030.56,1.4961,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25 February 1998,1042.9,1.4795,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 February 1998,1048.67,1.4721,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27 February 1998,1049.34,1.4753,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 March 1998,1047.7,1.4771,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 March 1998,1052.02,1.4712,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04 March 1998,1047.33,1.4789,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 March 1998,1035.05,1.4981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 March 1998,1055.69,1.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 March 1998,1052.31,1.4718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 March 1998,1064.25,1.4553,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 March 1998,1068.47,1.4507,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 March 1998,1069.92,1.449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 March 1998,1068.61,1.4509,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16 March 1998,1079.27,1.4366,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 March 1998,1080.45,1.435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 March 1998,1085.52,1.4289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19 March 1998,1089.74,1.4237,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20 March 1998,1099.16,1.402,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 March 1998,1095.55,1.4062,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 March 1998,1105.65,1.3934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25 March 1998,1101.93,1.3981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 March 1998,1100.8,1.3996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27 March 1998,1095.44,1.4073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 March 1998,1093.55,1.4114,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31 March 1998,1101.75,1.4142,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01 April 1998,1108.15,1.4052,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 April 1998,1120.01,1.3891,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 April 1998,1122.7,1.3851,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 April 1998,1121.38,1.3868,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07 April 1998,1109.54,1.4028,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 April 1998,1101.65,1.4129,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 April 1998,1110.67,1.4015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 April 1998,1109.69,1.4044,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14 April 1998,1115.75,1.396,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 April 1998,1119.32,1.3916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16 April 1998,1108.17,1.4053,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 April 1998,1122.72,1.3871,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20 April 1998,1123.65,1.386,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21 April 1998,1126.67,1.3822,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 April 1998,1130.54,1.3781,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 April 1998,1119.58,1.3916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 April 1998,1107.9,1.4057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27 April 1998,1086.54,1.4321,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28 April 1998,1085.11,1.4339,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 April 1998,1094.63,1.4141,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 April 1998,1111.75,1.4029,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01 May 1998,1121,1.3892,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04 May 1998,1122.07,1.3879,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 May 1998,1115.5,1.3971,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 May 1998,1104.92,1.4064,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07 May 1998,1095.14,1.4192,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 May 1998,1108.14,1.4025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 May 1998,1106.64,1.4065,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 May 1998,1115.79,1.3934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 May 1998,1118.86,1.3898,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14 May 1998,1117.37,1.3917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 May 1998,1108.73,1.403,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 May 1998,1105.82,1.4049,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19 May 1998,1109.52,1.3966,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20 May 1998,1119.06,1.3847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21 May 1998,1114.64,1.3901,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 May 1998,1110.47,1.3952,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 May 1998,1094.02,1.4126,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27 May 1998,1092.23,1.4162,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28 May 1998,1097.6,1.41,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 May 1998,1090.82,1.4341,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01 June 1998,1090.98,1.4291,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 June 1998,1093.22,1.4224,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03 June 1998,1082.73,1.4377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04 June 1998,1094.83,1.4218,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05 June 1998,1113.86,1.3976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 June 1998,1115.72,1.3928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 June 1998,1118.41,1.3894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 June 1998,1112.28,1.3974,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11 June 1998,1094.58,1.4208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12 June 1998,1098.84,1.4158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 June 1998,1077.01,1.437,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16 June 1998,1087.59,1.4215,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17 June 1998,1107.11,1.397,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18 June 1998,1106.37,1.3982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19 June 1998,1100.65,1.4055,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22 June 1998,1103.21,1.4024,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23 June 1998,1119.49,1.3803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24 June 1998,1132.88,1.3642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25 June 1998,1129.28,1.3685,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26 June 1998,1133.2,1.3644,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29 June 1998,1138.49,1.3566,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30 June 1998,1133.84,1.381,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01 July 1998,1148.56,1.361,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02 July 1998,1146.42,1.3636,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06 July 1998,1157.33,1.3522,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07 July 1998,1154.66,1.3554,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08 July 1998,1166.38,1.3431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09 July 1998,1158.56,1.3521,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10 July 1998,1164.33,1.3441,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13 July 1998,1165.19,1.3437,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14 July 1998,1177.58,1.3296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15 July 1998,1174.81,1.3328,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
