date,spot_price,risk_free_rate,dividend_rate,theta,kappa,rho,eta,v0,feller,iv_rmse,rmse,n_helpers,accepted,n_maturities,n_strikes,contracts_count,total_volume,spot_min,spot_max,spot_range_pct,high_move,calculation_date
2012-01-03,1280.2781,0.001578,0.020857999999999998,0.16605313464250976,0.789841582481721,-0.871079738152307,0.7743975950153106,0.04623463689665631,-0.3373802938813166,0.013210072807818309,0.1549193579893855,148,True,10,65,148,411532,1258.86,1284.62,0.02046295854979907,False,2012-01-03 16:19:32.944
2012-01-04,1274.5341,0.001578,0.020857999999999998,0.1794431816982554,0.7337370396706444,-0.8430547876816189,0.8637843115528966,0.04700906492779948,-0.48279511902819255,0.013896897493539078,0.1911460991534955,150,True,12,57,150,333753,1268.15,1278.73,0.008342861648858557,False,2012-01-04 16:18:53.950
2012-01-05,1274.7639,0.001776,0.020865,0.07653718530328404,6.530933048377559,-0.8622052468119175,1.394627652020244,0.03450805234554183,-0.9452678219254691,0.011004560521308696,0.09200164292576887,146,True,10,49,146,367118,1265.26,1283.05,0.014060351232157764,False,2012-01-05 16:19:56.174
2012-01-06,1278.3834,0.001675,0.020933999999999998,0.15449677641425144,0.901605354952532,-0.8788497970187911,0.7970086242678344,0.03687005602216961,-0.3566325052813197,0.013952274042420673,0.20984597878535274,113,True,9,48,113,403252,1273.41,1281.76,0.006557196817992494,False,2012-01-06 16:14:54.855
2012-01-09,1279.1743,0.001675,0.020933999999999998,0.11054241256324497,2.1415469898392425,-0.8470200668413835,1.1217381474703125,0.036230854761772124,-0.7848329297413588,0.012113951475021121,0.20938817870845536,137,True,11,58,137,397522,1274.75,1281.99,0.005679545008825171,False,2012-01-09 16:17:32.665
2012-01-10,1293.0522,0.0015229999999999998,0.020710000000000003,0.10696939380427783,2.050992324630243,-0.8454341668012278,1.0721873407230667,0.03258177502502734,-0.710798882280954,0.010911666435873891,0.10040549968399903,146,True,11,54,146,509328,1280.77,1296.46,0.012250443092826968,False,2012-01-10 16:16:41.310
2012-01-11,1289.2819,0.001675,0.020712,0.13480893897539487,1.0456803526987672,-0.9040062559478255,0.7711743175388829,0.03466565169495464,-0.31277571032208684,0.013074567124795808,0.1629200900766376,136,True,10,53,136,411236,1285.41,1293.79,0.006519320683672891,False,2012-01-11 16:18:11.721
2012-01-12,1291.4992,0.001675,0.020712,0.08409167159376969,5.085633341668971,-0.836435233479224,1.5264372831447655,0.03082443632093496,-1.4746919617464673,0.013340142518874982,0.19002315484344895,141,True,10,56,141,451180,1285.77,1296.82,0.00859407203465623,False,2012-01-12 16:19:07.704
2012-01-13,1284.7581,0.000967,0.020777999999999998,0.15424905171399025,1.1325075664451916,-0.8654545466951817,0.9632938162781173,0.03615866608816156,-0.57855854011348,0.019087706373074647,0.1903980422875476,134,True,10,53,134,494918,1277.58,1295.5,0.014026518887271244,False,2012-01-13 16:17:52.310
2012-01-17,1297.2946,0.000967,0.020705,0.1237763782597859,1.8457922852297681,-0.7505231978301731,1.4938023447391118,0.04648598888664157,-1.7745144769768793,0.00811292598877045,0.0664313081284961,118,True,9,55,118,365222,1290.88,1302.92,0.009326970748636532,False,2012-01-17 16:19:52.232
