s_ref,strike,maturity_days,moneyness,w,implied_vol,price,date
1280.2781,960.2086,210,0.75,put,0.32302254055801227,17.402465430485307,2012-01-03
1280.2781,973.0114,210,0.76,call,0.31920522060334644,311.66597484141977,2012-01-03
1280.2781,973.0114,210,0.76,put,0.319205220603346,18.788392681912065,2012-01-03
1280.2781,985.8141,210,0.77,call,0.3153751021033163,300.3494345420262,2012-01-03
1280.2781,985.8141,210,0.77,put,0.31537510210331626,20.263015135260762,2012-01-03
1280.2781,998.6169,210,0.78,call,0.3115302734161127,289.1259224646014,2012-01-03
1280.2781,998.6169,210,0.78,put,0.3115302734161137,21.830665810578108,2012-01-03
1280.2781,1011.4197,210,0.79,call,0.3076686012782917,277.99992702550657,2012-01-03
1280.2781,1011.4197,210,0.79,put,0.3076686012782908,23.495833124225435,2012-01-03
1280.2781,1024.2225,210,0.8,call,0.303788235823755,266.9760979561312,2012-01-03
1280.2781,1024.2225,210,0.8,put,0.3037882358237546,25.26316680759231,2012-01-03
1280.2781,1037.0253,210,0.81,call,0.29988703355823304,256.05925296793265,2012-01-03
1280.2781,1037.0253,210,0.81,put,0.2998870335582338,27.137484572135822,2012-01-03
1280.2781,1049.828,210,0.82,call,0.2959629659641395,245.25438532431713,2012-01-03
1280.2781,1049.828,210,0.82,put,0.2959629659641391,29.12377968126234,2012-01-03
1280.2781,1062.6308,210,0.83,call,0.2920137783204489,234.56667251827386,2012-01-03
1280.2781,1062.6308,210,0.83,put,0.2920137783204485,31.22722962796135,2012-01-03
1280.2781,1075.4336,210,0.84,call,0.288036816580181,224.00148630295755,2012-01-03
1280.2781,1075.4336,210,0.84,put,0.288036816580181,33.4532061653873,2012-01-03
1280.2781,1088.2364,210,0.85,call,0.28402995596420444,213.56440438301914,2012-01-03
1280.2781,1088.2364,210,0.85,put,0.28402995596420416,35.80728699819093,2012-01-03
1280.2781,1101.0392,210,0.86,call,0.27999052820765497,203.2612241502529,2012-01-03
1280.2781,1101.0392,210,0.86,put,0.2799905282076558,38.29526951816698,2012-01-03
1280.2781,1113.8419,210,0.87,call,0.27591570018941,193.09797894134118,2012-01-03
1280.2781,1113.8419,210,0.87,put,0.2759157001894093,40.92318706199729,2012-01-03
1280.2781,1126.6447,210,0.88,call,0.27180304295716584,183.08095741168958,2012-01-03
1280.2781,1126.6447,210,0.88,put,0.2718030429571657,43.69732828508797,2012-01-03
1280.2781,1139.4475,210,0.89,call,0.26764923509947536,173.21672676115625,2012-01-03
1280.2781,1139.4475,210,0.89,put,0.2676492350994753,46.62426038729691,2012-01-03
1280.2781,1152.2503,210,0.9,call,0.26345153472392213,163.51216071806695,2012-01-03
1280.2781,1152.2503,210,0.9,put,0.26345153472392147,49.71085709694965,2012-01-03
1280.2781,1165.0531,210,0.91,call,0.2592060382045529,153.97447338907105,2012-01-03
1280.2781,1165.0531,210,0.91,put,0.25920603820455285,52.964332520696004,2012-01-03
1280.2781,1177.8559,210,0.92,call,0.25491019877914733,144.61126031338605,2012-01-03
1280.2781,1177.8559,210,0.92,put,0.25491019877914667,56.392282197753275,2012-01-03
1280.2781,1190.6586,210,0.93,call,0.25056030900528925,135.43054831482846,2012-01-03
1280.2781,1190.6586,210,0.93,put,0.2505603090052889,60.00273295193771,2012-01-03
1280.2781,1203.4614,210,0.94,call,0.24615317620202498,126.44085600945245,2012-01-03
1280.2781,1203.4614,210,0.94,put,0.2461531762020247,63.80420339930375,2012-01-03
1280.2781,1216.2642,210,0.95,call,0.24168462964091234,117.6512670716251,2012-01-03
1280.2781,1216.2642,210,0.95,put,0.24168462964091214,67.80577721421868,2012-01-03
1280.2781,1229.067,210,0.96,call,0.23715203601175872,109.07151853518324,2012-01-03
1280.2781,1229.067,210,0.96,put,0.23715203601175877,72.01719143051886,2012-01-03
1280.2781,1241.8698,210,0.97,call,0.23255191291718097,100.71210641964066,2012-01-03
1280.2781,1241.8698,210,0.97,put,0.23255191291718083,76.44894206771855,2012-01-03
1280.2781,1254.6725,210,0.98,call,0.22788170303147018,92.58441067634267,2012-01-03
1280.2781,1254.6725,210,0.98,put,0.22788170303147037,81.11240907716282,2012-01-03
1280.2781,1267.4753,210,0.99,call,0.2231384188741229,84.70083919840255,2012-01-03
1280.2781,1267.4753,210,0.99,put,0.22313841887412295,86.02000035196475,2012-01-03
1280.2781,1280.2781,210,1.0,call,0.21832126380086614,77.07499869679341,2012-01-03
1280.2781,1280.2781,210,1.0,put,0.2183212638008662,91.18532260309789,2012-01-03
1280.2781,1293.0809,210,1.01,call,0.21342966752712023,69.72186746182112,2012-01-03
1280.2781,1293.0809,210,1.01,put,0.2134296675271202,96.62335412086786,2012-01-03
1280.2781,1305.8837,210,1.02,call,0.2084655290669585,62.65798828215108,2012-01-03
1280.2781,1305.8837,210,1.02,put,0.20846552906695892,102.35063769393986,2012-01-03
1280.2781,1318.6864,210,1.03,call,0.20343257732101988,55.901641171298465,2012-01-03
1280.2781,1318.6864,210,1.03,put,0.2034325773210201,108.38545333582951,2012-01-03
1280.2781,1331.4892,210,1.04,call,0.1983388603194409,49.47296944100949,2012-01-03
1280.2781,1331.4892,210,1.04,put,0.19833886031944103,114.7479443582828,2012-01-03
1280.2781,1344.292,210,1.05,call,0.19319588145347882,43.39399925125109,2012-01-03
1280.2781,1344.292,210,1.05,put,0.19319588145347855,121.46013692126644,2012-01-03
1280.2781,1357.0948,210,1.06,call,0.18802191805360327,37.68846023393579,2012-01-03
1280.2781,1357.0948,210,1.06,put,0.188021918053603,128.5457606566934,2012-01-03
1280.2781,1369.8976,210,1.07,call,0.1828425881304563,32.38127108661757,2012-01-03
1280.2781,1369.8976,210,1.07,put,0.1828425881304565,136.02973426211724,2012-01-03
1280.2781,1382.7003,210,1.08,call,0.17769285803691628,27.49750904390144,2012-01-03
1280.2781,1382.7003,210,1.08,put,0.1776928580369166,143.93713497214338,2012-01-03
1280.2781,1395.5031,210,1.09,call,0.17261807874106092,23.06066200876513,2012-01-03
1280.2781,1395.5031,210,1.09,put,0.1726180787410615,152.29145068974933,2012-01-03
1280.2781,1408.3059,210,1.1,call,0.16767415108321532,19.090021600505604,2012-01-03
1280.2781,1408.3059,210,1.1,put,0.16767415108321596,161.11197303423185,2012-01-03
1280.2781,1421.1087,210,1.11,call,0.16292577245347994,15.59729350200193,2012-01-03
1280.2781,1421.1087,210,1.11,put,0.16292577245348033,170.41040768847043,2012-01-03
1280.2781,1433.9115,210,1.12,call,0.15844132714671308,12.582926425764214,2012-01-03
1280.2781,1433.9115,210,1.12,put,0.15844132714671247,180.18720336497498,2012-01-03
1280.2781,1446.7143,210,1.13,call,0.15428583642905405,10.033182765382511,2012-01-03
1280.2781,1446.7143,210,1.13,put,0.15428583642905336,190.4286224573351,2012-01-03
1280.2781,1459.517,210,1.14,call,0.15051096218225654,7.91922549611144,2012-01-03
1280.2781,1459.517,210,1.14,put,0.15051096218225662,201.1058279408063,2012-01-03
1280.2781,1472.3198,210,1.15,call,0.14714935361975715,6.199042900176938,2012-01-03
1280.2781,1472.3198,210,1.15,put,0.1471493536197572,212.17680809761384,2012-01-03
1280.2781,1485.1226,210,1.16,call,0.1442100879917456,4.821893241224694,2012-01-03
1280.2781,1485.1226,210,1.16,put,0.14421008799174626,223.59082119140385,2012-01-03
1280.2781,1497.9254,210,1.17,call,0.14168126369657805,3.733860573438182,2012-01-03
1280.2781,1497.9254,210,1.17,put,0.1416812636965775,235.2939512763594,2012-01-03
1280.2781,1510.7282,210,1.18,call,0.13953504751390228,2.8828526151437686,2012-01-03
1280.2781,1510.7282,210,1.18,put,0.13953504751390394,247.23410607080726,2012-01-03
1280.2781,1523.5309,210,1.19,call,0.13773496843123312,2.221997147615552,2012-01-03
1280.2781,1523.5309,210,1.19,put,0.1377349684312329,259.3644133560213,2012-01-03
1280.2781,1536.3337,210,1.2,call,0.13624050409173158,1.7112674496895184,2012-01-03
1280.2781,1536.3337,210,1.2,put,0.13624050409173177,271.6448464108373,2012-01-03
1280.2781,960.2086,240,0.75,call,0.3221224229171086,325.1449132731379,2012-01-03
1280.2781,960.2086,240,0.75,put,0.3221224229171093,21.518564583393303,2012-01-03
1280.2781,973.0114,240,0.76,call,0.3183355639073265,313.9108651395248,2012-01-03
1280.2781,973.0114,240,0.76,put,0.3183355639073261,23.074020313815616,2012-01-03
1280.2781,985.8141,240,0.77,call,0.31453709057520784,302.76597533148407,2012-01-03
1280.2781,985.8141,240,0.77,put,0.31453709057520873,24.718634369810403,2012-01-03
1280.2781,998.6169,240,0.78,call,0.310725465101362,291.7141099495335,2012-01-03
1280.2781,998.6169,240,0.78,put,0.3107254651013618,26.456272851895204,2012-01-03
1280.2781,1011.4197,240,0.79,call,0.30689877997187126,280.7592647306963,2012-01-03
1280.2781,1011.4197,240,0.79,put,0.30689877997187065,28.29093149709344,2012-01-03
1280.2781,1024.2225,240,0.8,call,0.30305549758102795,269.90557130525286,2012-01-03
1280.2781,1024.2225,240,0.8,put,0.3030554975810284,30.22674193568547,2012-01-03
1280.2781,1037.0253,240,0.81,call,0.2991932737918315,259.157304328993,2012-01-03
1280.2781,1037.0253,240,0.81,put,0.2991932737918312,32.267978823460915,2012-01-03
1280.2781,1049.828,240,0.82,call,0.2953107751226518,248.51888966091607,2012-01-03
1280.2781,1049.828,240,0.82,put,0.29531077512265236,34.41906801941923,2012-01-03
1280.2781,1062.6308,240,0.83,call,0.29140539362105383,237.99491379274278,2012-01-03
1280.2781,1062.6308,240,0.83,put,0.2914053936210537,36.68459601528145,2012-01-03
1280.2781,1075.4336,240,0.84,call,0.2874752783517352,227.59013478090952,2012-01-03
1280.2781,1075.4336,240,0.84,put,0.28747527835173453,39.0693208674837,2012-01-03
1280.2781,1088.2364,240,0.85,call,0.28351823159169365,217.30949498526158,2012-01-03
1280.2781,1088.2364,240,0.85,put,0.28351823159169376,41.578184935871036,2012-01-03
1280.2781,1101.0392,240,0.86,call,0.27953191994612847,207.1581359830131,2012-01-03
1280.2781,1101.0392,240,0.86,put,0.2795319199461283,44.21632979765804,2012-01-03
1280.2781,1113.8419,240,0.87,call,0.275514229565826,197.1414161030696,2012-01-03
1280.2781,1113.8419,240,0.87,put,0.2755142295658261,46.98911378174982,2012-01-03
1280.2781,1126.6447,240,0.88,call,0.27146253150636124,187.26493111584222,2012-01-03
1280.2781,1126.6447,240,0.88,put,0.271462531506361,49.90213265855795,2012-01-03
1280.2781,1139.4475,240,0.89,call,0.26737461894791253,177.53453871794798,2012-01-03
1280.2781,1139.4475,240,0.89,put,0.2673746189479128,52.96124412469923,2012-01-03
1280.2781,1152.2503,240,0.9,call,0.26324721078838936,167.95638756953514,2012-01-03
1280.2781,1152.2503,240,0.9,put,0.2632472107883896,56.17259684032166,2012-01-03
1280.2781,1165.0531,240,0.91,call,0.2590784640413221,158.53695177260192,2012-01-03
1280.2781,1165.0531,240,0.91,put,0.2590784640413219,59.542664907423934,2012-01-03
1280.2781,1177.8559,240,0.92,call,0.2548653874819193,149.28307181710028,2012-01-03
1280.2781,1177.8559,240,0.92,put,0.25486538748191917,63.078288815957784,2012-01-03
1280.2781,1190.6586,240,0.93,call,0.25060533504156934,140.2020031590784,2012-01-03
1280.2781,1190.6586,240,0.93,put,0.2506053350415693,66.78672402197121,2012-01-03
1280.2781,1203.4614,240,0.94,call,0.24629560443219847,131.3014737161459,2012-01-03
1280.2781,1203.4614,240,0.94,put,0.2462956044321987,70.67569844307395,2012-01-03
1280.2781,1216.2642,240,0.95,call,0.24193375503768755,122.5897516442769,2012-01-03
1280.2781,1216.2642,240,0.95,put,0.24193375503768724,74.75348023524047,2012-01-03
1280.2781,1229.067,240,0.96,call,0.23751719773192628,114.07572475446759,2012-01-03
1280.2781,1229.067,240,0.96,put,0.2375171977319265,79.02895720946643,2012-01-03
1280.2781,1241.8698,240,0.97,call,0.23304391169127617,105.76899277146785,2012-01-03
1280.2781,1241.8698,240,0.97,put,0.23304391169127636,83.51172909050221,2012-01-03
1280.2781,1254.6725,240,0.98,call,0.2285119525009292,97.67997322523192,2012-01-03
1280.2781,1254.6725,240,0.98,put,0.2285119525009288,88.21221340830178,2012-01-03
1280.2781,1267.4753,240,0.99,call,0.2239199591244114,89.82001949221326,2012-01-03
1280.2781,1267.4753,240,0.99,put,0.2239199591244118,93.14176353931839,2012-01-03
1280.2781,1280.2781,240,1.0,call,0.21926834430486303,82.20155810203394,2012-01-03
1280.2781,1280.2781,240,1.0,put,0.21926834430486306,98.31280601317458,2012-01-03
1280.2781,1293.0809,240,1.01,call,0.2145565099793378,74.83821963642701,2012-01-03
1280.2781,1293.0809,240,1.01,put,0.21455650997933728,103.73897141160315,2012-01-03
1280.2781,1305.8837,240,1.02,call,0.2097874552197047,67.74498372323563,2012-01-03
1280.2781,1305.8837,240,1.02,put,0.2097874552197045,109.43523936244705,2012-01-03
1280.2781,1318.6864,240,1.03,call,0.2049650678286673,60.93830177814266,2012-01-03
1280.2781,1318.6864,240,1.03,put,0.20496506782866758,115.41806128138957,2012-01-03
1280.2781,1331.4892,240,1.04,call,0.20009643711044817,54.43618115320521,2012-01-03
1280.2781,1331.4892,240,1.04,put,0.20009643711044803,121.70544452048763,2012-01-03
1280.2781,1344.292,240,1.05,call,0.19519167799071305,48.25818939686634,2012-01-03
1280.2781,1344.292,240,1.05,put,0.1951916779907128,128.31695662818404,2012-01-03
1280.2781,1357.0948,240,1.06,call,0.19026554661886286,42.42531790893698,2012-01-03
1280.2781,1357.0948,240,1.06,put,0.19026554661886286,135.2735890042902,2012-01-03
1280.2781,1369.8976,240,1.07,call,0.1853387942650603,36.95961773171272,2012-01-03
1280.2781,1369.8976,240,1.07,put,0.18533879426506025,142.5973926911012,2012-01-03
1280.2781,1382.7003,240,1.08,call,0.1804380258255415,31.883492057490184,2012-01-03
1280.2781,1382.7003,240,1.08,put,0.18043802582554153,150.31077088091416,2012-01-03
1280.2781,1395.5031,240,1.09,call,0.17559850353668557,27.21851264558912,2012-01-03
1280.2781,1395.5031,240,1.09,put,0.1755985035366854,158.4352953330486,2012-01-03
1280.2781,1408.3059,240,1.1,call,0.1708627617734278,22.983647028153342,2012-01-03
1280.2781,1408.3059,240,1.1,put,0.17086276177342774,166.9899335796481,2012-01-03
1280.2781,1421.1087,240,1.11,call,0.16628051595471272,19.19288149782656,2012-01-03
1280.2781,1421.1087,240,1.11,put,0.16628051595471255,175.98867191335682,2012-01-03
1280.2781,1433.9115,240,1.12,call,0.16190733076216288,15.85244070472686,2012-01-03
1280.2781,1433.9115,240,1.12,put,0.1619073307621634,185.43773498429263,2012-01-03
1280.2781,1446.7143,240,1.13,call,0.15779786125118528,12.958124321478165,2012-01-03
1280.2781,1446.7143,240,1.13,put,0.15779786125118503,195.33292246507898,2012-01-03
1280.2781,1459.517,240,1.14,call,0.1540021013775982,10.493568367365617,2012-01-03
1280.2781,1459.517,240,1.14,put,0.15400210137759865,205.65787037500195,2012-01-03
1280.2781,1472.3198,240,1.15,call,0.1505578893838027,8.430239427039606,2012-01-03
1280.2781,1472.3198,240,1.15,put,0.15055788938380316,216.38404529871121,2012-01-03
1280.2781,1485.1226,240,1.16,call,0.1474861282639504,6.729502122600505,2012-01-03
1280.2781,1485.1226,240,1.16,put,0.14748612826395058,227.4728118583076,2012-01-03
1280.2781,1497.9254,240,1.17,call,0.14479054728327886,5.3463162634483306,2012-01-03
1280.2781,1497.9254,240,1.17,put,0.14479054728327784,238.8791298631907,2012-01-03
1280.2781,1510.7282,240,1.18,call,0.1424588663357972,4.233516013222613,2012-01-03
1280.2781,1510.7282,240,1.18,put,0.1424588663357968,250.5558334770005,2012-01-03
1280.2781,1523.5309,240,1.19,call,0.14046698755268092,3.3455690637982625,2012-01-03
1280.2781,1523.5309,240,1.19,put,0.14046698755267872,262.4573903916116,2012-01-03
1280.2781,1536.3337,240,1.2,call,0.13878384986990344,2.641159564616164,2012-01-03
1280.2781,1536.3337,240,1.2,put,0.13878384986990364,274.54248475646483,2012-01-03
1280.2781,960.2086,270,0.75,call,0.32130797508872755,327.2642724020665,2012-01-03
1280.2781,960.2086,270,0.75,put,0.3213079750887278,25.67662456377089,2012-01-03
1280.2781,973.0114,270,0.76,call,0.317555125041553,316.1844664733373,2012-01-03
1280.2781,973.0114,270,0.76,put,0.3175551250415523,27.384663825511968,2012-01-03
1280.2781,985.8141,270,0.77,call,0.3137921993963961,305.1936796346587,2012-01-03
1280.2781,985.8141,270,0.77,put,0.31379219939639597,29.181722177303726,2012-01-03
1280.2781,998.6169,270,0.78,call,0.3100182979582879,294.29540321326806,2012-01-03
1280.2781,998.6169,270,0.78,put,0.3100182979582883,31.071290946383336,2012-01-03
1280.2781,1011.4197,270,0.79,call,0.3062311168607573,283.4932419884532,2012-01-03
1280.2781,1011.4197,270,0.79,put,0.3062311168607574,33.056974912038704,2012-01-03
1280.2781,1024.2225,270,0.8,call,0.302429275796639,272.79092079901693,2012-01-03
1280.2781,1024.2225,270,0.8,put,0.302429275796639,35.14249891307287,2012-01-03
1280.2781,1037.0253,270,0.81,call,0.2986107972226308,262.1922920863337,2012-01-03
1280.2781,1037.0253,270,0.81,put,0.29861079722262973,37.33171539085976,2012-01-03
1280.2781,1049.828,270,0.82,call,0.29477417700449204,251.70134453891583,2012-01-03
1280.2781,1049.828,270,0.82,put,0.2947741770044927,39.62861303391206,2012-01-03
1280.2781,1062.6308,270,0.83,call,0.29091753320413793,241.32221303582324,2012-01-03
1280.2781,1062.6308,270,0.83,put,0.29091753320413816,42.037326721289844,2012-01-03
1280.2781,1075.4336,270,0.84,call,0.28703909110184883,231.0591901231396,2012-01-03
1280.2781,1075.4336,270,0.84,put,0.2870390911018487,44.56214899907655,2012-01-03
1280.2781,1088.2364,270,0.85,call,0.28313660787583045,220.91673930078133,2012-01-03
1280.2781,1088.2364,270,0.85,put,0.28313660787583006,47.207543367188435,2012-01-03
1280.2781,1101.0392,270,0.86,call,0.27920854258349187,210.89951044665364,2012-01-03
1280.2781,1101.0392,270,0.86,put,0.2792085425834917,49.978159703531134,2012-01-03
1280.2781,1113.8419,270,0.87,call,0.2752526545979812,201.01235776188116,2012-01-03
1280.2781,1113.8419,270,0.87,put,0.2752526545979812,52.87885220922879,2012-01-03
1280.2781,1126.6447,270,0.88,call,0.27126714752548886,191.26036068461053,2012-01-03
1280.2781,1126.6447,270,0.88,put,0.27126714752548886,55.91470032242854,2012-01-03
1280.2781,1139.4475,270,0.89,call,0.26724921608537777,181.64884829002463,2012-01-03
1280.2781,1139.4475,270,0.89,put,0.2672492160853778,59.091033118313014,2012-01-03
1280.2781,1152.2503,270,0.9,call,0.2631975212998031,172.1834277692051,2012-01-03
1280.2781,1152.2503,270,0.9,put,0.26319752129980334,62.41345778796365,2012-01-03
1280.2781,1165.0531,270,0.91,call,0.2591095854850986,162.8700176564282,2012-01-03
1280.2781,1165.0531,270,0.91,put,0.2591095854850982,65.8878928656571,2012-01-03
1280.2781,1177.8559,270,0.92,call,0.2549833174760053,153.71488654815693,2012-01-03
1280.2781,1177.8559,270,0.92,put,0.2549833174760057,69.5206069478562,2012-01-03
1280.2781,1190.6586,270,0.93,call,0.25081651129980453,144.7246981190753,2012-01-03
1280.2781,1190.6586,270,0.93,put,0.25081651129980453,73.31826370924473,2012-01-03
1280.2781,1203.4614,270,0.94,call,0.2466074567156912,135.90656327761417,2012-01-03
1280.2781,1203.4614,270,0.94,put,0.2466074567156908,77.28797405825374,2012-01-03
1280.2781,1216.2642,270,0.95,call,0.24235394721128614,127.26810029488139,2012-01-03
1280.2781,1216.2642,270,0.95,put,0.24235394721128603,81.43735626599134,2012-01-03
1280.2781,1229.067,270,0.96,call,0.23805426559519718,118.81750365489586,2012-01-03
1280.2781,1229.067,270,0.96,put,0.2380542655951973,85.77460481647594,2012-01-03
1280.2781,1241.8698,270,0.97,call,0.23370711677753334,110.56362216204151,2012-01-03
1280.2781,1241.8698,270,0.97,put,0.23370711677753322,90.30856851409197,2012-01-03
1280.2781,1254.6725,270,0.98,call,0.22931155979139037,102.51604643021166,2012-01-03
1280.2781,1254.6725,270,0.98,put,0.22931155979139006,95.0488379727325,2012-01-03
1280.2781,1267.4753,270,0.99,call,0.22486676082061072,94.6852036743752,2012-01-03
1280.2781,1267.4753,270,0.99,put,0.22486676082061038,100.0058404073662,2012-01-03
1280.2781,1280.2781,270,1.0,call,0.2203728813088284,87.08246688645221,2012-01-03
1280.2781,1280.2781,270,1.0,put,0.22037288130882846,105.19094880991358,2012-01-03
1280.2781,1293.0809,270,1.01,call,0.21583142424818835,79.72025252597655,2012-01-03
1280.2781,1293.0809,270,1.01,put,0.2158314242481884,110.61657963990828,2012-01-03
1280.2781,1305.8837,270,1.02,call,0.21124458965608128,72.61212951360143,2012-01-03
1280.2781,1305.8837,270,1.02,put,0.21124458965608117,116.29630181800331,2012-01-03
1280.2781,1318.6864,270,1.03,call,0.2066162359354828,65.77290618584034,2012-01-03
1280.2781,1318.6864,270,1.03,put,0.2066162359354825,122.2449236807126,2012-01-03
1280.2781,1331.4892,270,1.04,call,0.20195268013378329,59.21868601847104,2012-01-03
1280.2781,1331.4892,270,1.04,put,0.20195268013378287,128.47854870381366,2012-01-03
1280.2781,1344.292,270,1.05,call,0.19726265502758106,52.9668629625065,2012-01-03
1280.2781,1344.292,270,1.05,put,0.19726265502758156,135.0145708383193,2012-01-03
1280.2781,1357.0948,270,1.06,call,0.192558372896985,47.036015509747,2012-01-03
1280.2781,1357.0948,270,1.06,put,0.19255837289698552,141.87156857603014,2012-01-03
1280.2781,1369.8976,270,1.07,call,0.18785630445034104,41.44564201839125,2012-01-03
1280.2781,1369.8976,270,1.07,put,0.18785630445034115,149.06904027514454,2012-01-03
1280.2781,1382.7003,270,1.08,call,0.1831777163606697,36.21566191979962,2012-01-03
1280.2781,1382.7003,270,1.08,put,0.18317771636066948,156.62690536702328,2012-01-03
1280.2781,1395.5031,270,1.09,call,0.17854975239147539,31.365594360838987,2012-01-03
1280.2781,1395.5031,270,1.09,put,0.17854975239147525,164.56468299853304,2012-01-03
1280.2781,1408.3059,270,1.1,call,0.1740055771049766,26.913330707060844,2012-01-03
1280.2781,1408.3059,270,1.1,put,0.17400557710497597,172.90026453522503,2012-01-03
1280.2781,1421.1087,270,1.11,call,0.16958430010296344,22.873461717758325,2012-01-03
1280.2781,1421.1087,270,1.11,put,0.16958430010296385,181.6482407363929,2012-01-03
1280.2781,1433.9115,270,1.12,call,0.1653297302938982,19.255229099996612,2012-01-03
1280.2781,1433.9115,270,1.12,put,0.16532973029389808,190.81785330910157,2012-01-03
1280.2781,1446.7143,270,1.13,call,0.16128791086778388,16.06035328914576,2012-01-03
1280.2781,1446.7143,270,1.13,put,0.16128791086778324,200.41082268872063,2012-01-03
1280.2781,1459.517,270,1.14,call,0.15750281008519773,13.281201921255263,2012-01-03
1280.2781,1459.517,270,1.14,put,0.15750281008519781,210.41951651130051,2012-01-03
1280.2781,1472.3198,270,1.15,call,0.15401270234181183,10.89988808952927,2012-01-03
1280.2781,1472.3198,270,1.15,put,0.15401270234181172,220.82604787004465,2012-01-03
1280.2781,1485.1226,270,1.16,call,0.1508448871765933,8.888774107530551,2012-01-03
1280.2781,1485.1226,270,1.16,put,0.1508448871765943,231.6027790785163,2012-01-03
1280.2781,1497.9254,270,1.17,call,0.14801334625279228,7.212459864008482,2012-01-03
1280.2781,1497.9254,270,1.17,put,0.1480133462527928,242.71431002546439,2012-01-03
1280.2781,1510.7282,270,1.18,call,0.1455185012661835,5.830817961799468,2012-01-03
1280.2781,1510.7282,270,1.18,put,0.1455185012661837,254.12051331372575,2012-01-03
1280.2781,1523.5309,270,1.19,call,0.14334831653223137,4.7023131795083,2012-01-03
1280.2781,1523.5309,270,1.19,put,0.14334831653223107,265.77985372190494,2012-01-03
1280.2781,1536.3337,270,1.2,call,0.1414820167310422,3.7868701217462,2012-01-03
1280.2781,1536.3337,270,1.2,put,0.14148201673104313,277.652255854613,2012-01-03
1280.2781,960.2086,300,0.75,call,0.32058803744700126,329.40209461954504,2012-01-03
1280.2781,960.2086,300,0.75,put,0.3205880374470008,29.849458616943647,2012-01-03
1280.2781,973.0114,300,0.76,call,0.31687263982637487,318.46297979056516,2012-01-03
1280.2781,973.0114,300,0.76,put,0.31687263982637476,31.696530519982662,2012-01-03
1280.2781,985.8141,300,0.77,call,0.31314915392993087,307.6124295984891,2012-01-03
1280.2781,985.8141,300,0.77,put,0.31314915392993176,33.63216705992557,2012-01-03
1280.2781,998.6169,300,0.78,call,0.3094157765621693,296.8536327042064,2012-01-03
1280.2781,998.6169,300,0.78,put,0.3094157765621693,35.65955689766172,2012-01-03
1280.2781,1011.4197,300,0.79,call,0.30567171879645316,286.1898806533722,2012-01-03
1280.2781,1011.4197,300,0.79,put,0.3056717187964531,37.78199157884641,2012-01-03
1280.2781,1024.2225,300,0.8,call,0.3019147257078576,275.624574731201,2012-01-03
1280.2781,1024.2225,300,0.8,put,0.3019147257078574,40.0028723886942,2012-01-03
1280.2781,1037.0253,300,0.81,call,0.2981435442007163,265.16123376103315,2012-01-03
1280.2781,1037.0253,300,0.81,put,0.2981435442007163,42.325718150545114,2012-01-03
1280.2781,1049.828,300,0.82,call,0.29435656682270667,254.80350299928295,2012-01-03
1280.2781,1049.828,300,0.82,put,0.29435656682270683,44.75417412081369,2012-01-03
1280.2781,1062.6308,300,0.83,call,0.2905524135126929,244.5551643045113,2012-01-03
1280.2781,1062.6308,300,0.83,put,0.2905524135126927,47.292022158060995,2012-01-03
1280.2781,1075.4336,300,0.84,call,0.28672869128059797,234.42014778696435,2012-01-03
1280.2781,1075.4336,300,0.84,put,0.28672869128059825,49.94319237253304,2012-01-03
1280.2781,1088.2364,300,0.85,call,0.28288453484944703,224.40254517715735,2012-01-03
1280.2781,1088.2364,300,0.85,put,0.2828845348494475,52.7117764947448,2012-01-03
1280.2781,1101.0392,300,0.86,call,0.27901790987284975,214.50662518796582,2012-01-03
1280.2781,1101.0392,300,0.86,put,0.2790179098728494,55.60204323757226,2012-01-03
1280.2781,1113.8419,300,0.87,call,0.2751273305256564,204.73685118396946,2012-01-03
1280.2781,1113.8419,300,0.87,put,0.2751273305256559,58.61845596559467,2012-01-03
1280.2781,1126.6447,300,0.88,call,0.2712103564262318,195.0979015139586,2012-01-03
1280.2781,1126.6447,300,0.88,put,0.2712103564262316,61.76569302760279,2012-01-03
1280.2781,1139.4475,300,0.89,call,0.2672660137929217,185.5946929064034,2012-01-03
1280.2781,1139.4475,300,0.89,put,0.2672660137929215,65.04867115206659,2012-01-03
1280.2781,1152.2503,300,0.9,call,0.26329219633084516,176.23240737149413,2012-01-03
1280.2781,1152.2503,300,0.9,put,0.2632921963308453,68.47257234917609,2012-01-03
1280.2781,1165.0531,300,0.91,call,0.25928721479842615,167.0165230940253,2012-01-03
1280.2781,1165.0531,300,0.91,put,0.259287214798426,72.04287480372622,2012-01-03
1280.2781,1177.8559,300,0.92,call,0.2552491581613545,157.9528498342796,2012-01-03
1280.2781,1177.8559,300,0.92,put,0.25524915816135446,75.7653882759995,2012-01-03
1280.2781,1190.6586,300,0.93,call,0.25117699782849184,149.04756937201606,2012-01-03
1280.2781,1190.6586,300,0.93,put,0.25117699782849157,79.64629454575474,2012-01-03
1280.2781,1203.4614,300,0.94,call,0.2470686228657096,140.30728152099348,2012-01-03
1280.2781,1203.4614,300,0.94,put,0.2470686228657095,83.69219342675092,2012-01-03
1280.2781,1216.2642,300,0.95,call,0.2429227662516995,131.7390561920639,2012-01-03
1280.2781,1216.2642,300,0.95,put,0.2429227662516992,87.91015482984032,2012-01-03
1280.2781,1229.067,300,0.96,call,0.23873828939963343,123.3504918679898,2012-01-03
1280.2781,1229.067,300,0.96,put,0.23873828939963346,92.30777723778499,2012-01-03
