s_ref,strike,maturity_days,moneyness,w,implied_vol,price,date
1280.2781,973.0114,390,0.76,call,0.31542102830322566,325.2234406363451,2012-01-03
1280.2781,973.0114,390,0.76,put,0.3154210283032258,44.534982083143355,2012-01-03
1280.2781,985.8141,390,0.77,call,0.3118281023467782,314.73521694138424,2012-01-03
1280.2781,985.8141,390,0.77,put,0.3118281023467784,46.8279710352508,2012-01-03
1280.2781,998.6169,390,0.78,call,0.30823072808982793,304.33613561587083,2012-01-03
1280.2781,998.6169,390,0.78,put,0.308230728089828,49.21010235680553,2012-01-03
1280.2781,1011.4197,390,0.79,call,0.3046277508880682,294.028846747814,2012-01-03
1280.2781,1011.4197,390,0.79,put,0.3046277508880683,51.684026135816865,2012-01-03
1280.2781,1024.2225,390,0.8,call,0.30101791783935156,283.8160933336198,2012-01-03
1280.2781,1024.2225,390,0.8,put,0.3010179178393515,54.25248536869096,2012-01-03
1280.2781,1037.0253,390,0.81,call,0.297400361284742,273.7007188623382,2012-01-03
1280.2781,1037.0253,390,0.81,put,0.29740036128474245,56.918323544477445,2012-01-03
1280.2781,1049.828,390,0.82,call,0.2937736760238662,263.68567577963034,2012-01-03
1280.2781,1049.828,390,0.82,put,0.2937736760238661,59.68449310883768,2012-01-03
1280.2781,1062.6308,390,0.83,call,0.2901367738689936,253.77403493484658,2012-01-03
1280.2781,1062.6308,390,0.83,put,0.2901367738689935,62.55406491112218,2012-01-03
1280.2781,1075.4336,390,0.84,call,0.286488716032648,243.96899612454948,2012-01-03
1280.2781,1075.4336,390,0.84,put,0.2864887160326482,65.53023874789339,2012-01-03
1280.2781,1088.2364,390,0.85,call,0.282827734488278,234.273899855796,2012-01-03
1280.2781,1088.2364,390,0.85,put,0.28282773448827786,68.61635512620796,2012-01-03
1280.2781,1101.0392,390,0.86,call,0.27915345750417186,224.69224046234453,2012-01-03
1280.2781,1101.0392,390,0.86,put,0.2791534575041718,71.81590837982478,2012-01-03
1280.2781,1113.8419,390,0.87,call,0.2754644407796596,215.22768071609178,2012-01-03
1280.2781,1113.8419,390,0.87,put,0.2754644407796596,75.13256128064008,2012-01-03
1280.2781,1126.6447,390,0.88,call,0.27175963697531175,205.8840680838224,2012-01-03
1280.2781,1126.6447,390,0.88,put,0.2717596369753117,78.570161295439,2012-01-03
1280.2781,1139.4475,390,0.89,call,0.2680380146461914,196.6654527848752,2012-01-03
1280.2781,1139.4475,390,0.89,put,0.26803801464619154,82.1327586435601,2012-01-03
1280.2781,1152.2503,390,0.9,call,0.2642984378892729,187.57610780713267,2012-01-03
1280.2781,1152.2503,390,0.9,put,0.26429843788927276,85.82462631288563,2012-01-03
1280.2781,1165.0531,390,0.91,call,0.2605403602123146,178.62055103502948,2012-01-03
1280.2781,1165.0531,390,0.91,put,0.2605403602123147,89.65028218785073,2012-01-03
1280.2781,1177.8559,390,0.92,call,0.2567625399577653,169.8035696312746,2012-01-03
1280.2781,1177.8559,390,0.92,put,0.2567625399577654,93.61451343116413,2012-01-03
1280.2781,1190.6586,390,0.93,call,0.25296406984871145,161.1302467899781,2012-01-03
1280.2781,1190.6586,390,0.93,put,0.2529640698487112,97.72240323693568,2012-01-03
1280.2781,1203.4614,390,0.94,call,0.24914498355480574,152.60599093754468,2012-01-03
1280.2781,1203.4614,390,0.94,put,0.2491449835548057,101.97936003157034,2012-01-03
1280.2781,1216.2642,390,0.95,call,0.24530407720867128,144.23656739161774,2012-01-03
1280.2781,1216.2642,390,0.95,put,0.24530407720867134,106.39114913271167,2012-01-03
1280.2781,1229.067,390,0.96,call,0.2414412394741439,136.02813238719528,2012-01-03
1280.2781,1229.067,390,0.96,put,0.24144123947414375,110.9639267753573,2012-01-03
1280.2781,1241.8698,390,0.97,call,0.23755635198116237,127.98726922834851,2012-01-03
1280.2781,1241.8698,390,0.97,put,0.2375563519811628,115.7042762635788,2012-01-03
1280.2781,1254.6725,390,0.98,call,0.23364978163649427,120.12102448148758,2012-01-03
1280.2781,1254.6725,390,0.98,put,0.23364978163649402,120.61924416378616,2012-01-03
1280.2781,1267.4753,390,0.99,call,0.22972138563439423,112.43695315019148,2012-01-03
1280.2781,1267.4753,390,0.99,put,0.2297213856343941,125.71638547955814,2012-01-03
1280.2781,1280.2781,390,1.0,call,0.2257727091161533,104.94314734778004,2012-01-03
1280.2781,1280.2781,390,1.0,put,0.22577270911615321,131.00379232421497,2012-01-03
1280.2781,1293.0809,390,1.01,call,0.22180496919636908,97.64827889406423,2012-01-03
1280.2781,1293.0809,390,1.01,put,0.22180496919636897,136.49013651756746,2012-01-03
1280.2781,1305.8837,390,1.02,call,0.21782014062880253,90.56162892517216,2012-01-03
1280.2781,1305.8837,390,1.02,put,0.21782014062880234,142.18469919574346,2012-01-03
1280.2781,1318.6864,390,1.03,call,0.21382105970416337,83.69311023656694,2012-01-03
1280.2781,1318.6864,390,1.03,put,0.21382105970416332,148.09739315420651,2012-01-03
1280.2781,1331.4892,390,1.04,call,0.2098113780486322,77.05327521446729,2012-01-03
1280.2781,1331.4892,390,1.04,put,0.2098113780486321,154.23877077917516,2012-01-03
1280.2781,1344.292,390,1.05,call,0.20579606107345533,70.65330171894674,2012-01-03
1280.2781,1344.292,390,1.05,put,0.20579606107345538,160.6200099307227,2012-01-03
1280.2781,1357.0948,390,1.06,call,0.20178076919132282,64.50494663564577,2012-01-03
1280.2781,1357.0948,390,1.06,put,0.20178076919132285,167.25286749448998,2012-01-03
1280.2781,1369.8976,390,1.07,call,0.19777351409754426,58.62045365088816,2012-01-03
1280.2781,1369.8976,390,1.07,put,0.1977735140975446,174.14958715680046,2012-01-03
1280.2781,1382.7003,390,1.08,call,0.19378351813008987,53.012398347927046,2012-01-03
1280.2781,1382.7003,390,1.08,put,0.19378351813009,181.32274450090762,2012-01-03
1280.2781,1395.5031,390,1.09,call,0.1898224942502361,47.693450540863765,2012-01-03
1280.2781,1395.5031,390,1.09,put,0.18982249425023615,188.78500934091264,2012-01-03
1280.2781,1408.3059,390,1.1,call,0.18590389214229788,42.67603199936782,2012-01-03
1280.2781,1408.3059,390,1.1,put,0.18590389214229777,196.54880344648475,2012-01-03
1280.2781,1421.1087,390,1.11,call,0.18204407616001486,37.971849316598025,2012-01-03
1280.2781,1421.1087,390,1.11,put,0.1820440761600151,204.62583341078326,2012-01-03
1280.2781,1433.9115,390,1.12,call,0.17826121693173322,33.59128946696777,2012-01-03
1280.2781,1433.9115,390,1.12,put,0.17826121693173347,213.02648620822129,2012-01-03
1280.2781,1446.7143,390,1.13,call,0.1745764533807585,29.542682918295675,2012-01-03
1280.2781,1446.7143,390,1.13,put,0.17457645338075842,221.75909230661702,2012-01-03
1280.2781,1459.517,390,1.14,call,0.17101202015710215,25.83146848616785,2012-01-03
1280.2781,1459.517,390,1.14,put,0.1710120201571024,230.8290905215575,2012-01-03
1280.2781,1472.3198,390,1.15,call,0.16759139363029707,22.45933445743123,2012-01-03
1280.2781,1472.3198,390,1.15,put,0.16759139363029663,240.23816913988892,2012-01-03
1280.2781,1485.1226,390,1.16,call,0.16433759744391055,19.42345405587853,2012-01-03
1280.2781,1485.1226,390,1.16,put,0.16433759744391066,249.9835013854045,2012-01-03
1280.2781,1497.9254,390,1.17,call,0.1612717288249165,16.71596371174916,2012-01-03
1280.2781,1497.9254,390,1.17,put,0.16127172882491658,260.05722368834324,2012-01-03
1280.2781,1510.7282,390,1.18,call,0.1584120759488021,14.323828613390868,2012-01-03
1280.2781,1510.7282,390,1.18,put,0.1584120759488022,270.44630123705326,2012-01-03
1280.2781,1523.5309,390,1.19,call,0.1557717480778929,12.229186631703925,2012-01-03
1280.2781,1523.5309,390,1.19,put,0.15577174807789232,281.13287190243454,2012-01-03
1280.2781,1536.3337,390,1.2,call,0.15335870216070607,10.410166791750639,2012-01-03
1280.2781,1536.3337,390,1.2,put,0.1533587021607064,292.0950647095493,2012-01-03
1280.2781,960.2086,420,0.75,call,0.3186681501522448,337.90505701722356,2012-01-03
1280.2781,960.2086,420,0.75,put,0.31866815015224464,46.4557049251291,2012-01-03
1280.2781,973.0114,420,0.76,call,0.3151228301037529,327.4377509823362,2012-01-03
1280.2781,973.0114,420,0.76,put,0.31512283010375297,48.7679539390345,2012-01-03
1280.2781,985.8141,420,0.77,call,0.31157570683077396,317.05633012587526,2012-01-03
1280.2781,985.8141,420,0.77,put,0.31157570683077407,51.166088131366514,2012-01-03
1280.2781,998.6169,420,0.78,call,0.3080258174260928,306.7632108780919,2012-01-03
1280.2781,998.6169,420,0.78,put,0.30802581742609314,53.65252393237594,2012-01-03
1280.2781,1011.4197,420,0.79,call,0.30447171028104786,296.56089220595203,2012-01-03
1280.2781,1011.4197,420,0.79,put,0.3044717102810475,56.22976030902885,2012-01-03
1280.2781,1024.2225,420,0.8,call,0.30091286618198637,286.4519621758259,2012-01-03
1280.2781,1024.2225,420,0.8,put,0.3009128661819859,58.90038532769564,2012-01-03
1280.2781,1037.0253,420,0.81,call,0.297347935862731,276.4391052227194,2012-01-03
1280.2781,1037.0253,420,0.81,put,0.29734793586273084,61.66708342338182,2012-01-03
1280.2781,1049.828,420,0.82,call,0.29377592528106256,266.5251102018869,2012-01-03
1280.2781,1049.828,420,0.82,put,0.2937759252810625,64.53264345134203,2012-01-03
1280.2781,1062.6308,420,0.83,call,0.29019599832167065,256.7128793050462,2012-01-03
1280.2781,1062.6308,420,0.83,put,0.2901959983216708,67.49996760329427,2012-01-03
1280.2781,1075.4336,420,0.84,call,0.2866065216065973,247.00543792982268,2012-01-03
1280.2781,1075.4336,420,0.84,put,0.28660652160659716,70.57208127686363,2012-01-03
1280.2781,1088.2364,420,0.85,call,0.28300723454732357,237.40594559715655,2012-01-03
1280.2781,1088.2364,420,0.85,put,0.2830072345473237,73.75214399299018,2012-01-03
1280.2781,1101.0392,420,0.86,call,0.2793968102368916,227.91770801701736,2012-01-03
1280.2781,1101.0392,420,0.86,put,0.2793968102368915,77.04346146164391,2012-01-03
1280.2781,1113.8419,420,0.87,call,0.27577432216940484,218.54419040738702,2012-01-03
1280.2781,1113.8419,420,0.87,put,0.27577432216940506,80.44949890080628,2012-01-03
1280.2781,1126.6447,420,0.88,call,0.2721388606059328,209.2890321744777,2012-01-03
1280.2781,1126.6447,420,0.88,put,0.27213886060593273,83.97389571668987,2012-01-03
1280.2781,1139.4475,420,0.89,call,0.2684893263625094,200.15606306283155,2012-01-03
1280.2781,1139.4475,420,0.89,put,0.2684893263625094,87.62048165383662,2012-01-03
1280.2781,1152.2503,420,0.9,call,0.2648255004561945,191.14932088099815,2012-01-03
1280.2781,1152.2503,420,0.9,put,0.26482550045619446,91.39329452079589,2012-01-03
1280.2781,1165.0531,420,0.91,call,0.2611460386591249,182.27307090044005,2012-01-03
1280.2781,1165.0531,420,0.91,put,0.2611460386591246,95.29659958903072,2012-01-03
1280.2781,1177.8559,420,0.92,call,0.25745031501197363,173.53182700989845,2012-01-03
1280.2781,1177.8559,420,0.92,put,0.2574503150119738,99.33491074728204,2012-01-03
1280.2781,1190.6586,420,0.93,call,0.25373794168356456,164.93037468162902,2012-01-03
1280.2781,1190.6586,420,0.93,put,0.25373794168356467,103.51301346780528,2012-01-03
1280.2781,1203.4614,420,0.94,call,0.2500083405756663,156.4737957655217,2012-01-03
1280.2781,1203.4614,420,0.94,put,0.25000834057566623,107.83598960049063,2012-01-03
1280.2781,1216.2642,420,0.95,call,0.2462608564254377,148.16749506629995,2012-01-03
1280.2781,1216.2642,420,0.95,put,0.2462608564254378,112.30924395006181,2012-01-03
1280.2781,1229.067,420,0.96,call,0.2424956533030338,140.01722856991515,2012-01-03
1280.2781,1229.067,420,0.96,put,0.2424956533030342,116.9385325024697,2012-01-03
1280.2781,1241.8698,420,0.97,call,0.23871261681586842,132.02913305704135,2012-01-03
1280.2781,1241.8698,420,0.97,put,0.23871261681586867,121.72999203838881,2012-01-03
1280.2781,1254.6725,420,0.98,call,0.2349122139298776,124.20975499710788,2012-01-03
1280.2781,1254.6725,420,0.98,put,0.2349122139298775,126.69016902724825,2012-01-03
1280.2781,1267.4753,420,0.99,call,0.2310943470220304,116.5660879828812,2012-01-03
1280.2781,1267.4753,420,0.99,put,0.23109434702203038,131.82605706181425,2012-01-03
1280.2781,1280.2781,420,1.0,call,0.22726057501011268,109.10559279628416,2012-01-03
1280.2781,1280.2781,420,1.0,put,0.22726057501011263,137.14511692401013,2012-01-03
1280.2781,1293.0809,420,1.01,call,0.22341216465509503,101.83623165255872,2012-01-03
1280.2781,1293.0809,420,1.01,put,0.22341216465509486,142.65531082907762,2012-01-03
1280.2781,1305.8837,420,1.02,call,0.2195505638589282,94.76648965020843,2012-01-03
1280.2781,1305.8837,420,1.02,put,0.2195505638589284,148.36512387552,2012-01-03
1280.2781,1318.6864,420,1.03,call,0.21567869015121335,87.90539023694292,2012-01-03
1280.2781,1318.6864,420,1.03,put,0.2156786901512137,154.2835795110474,2012-01-03
1280.2781,1331.4892,420,1.04,call,0.21179964865752707,81.26249880173943,2012-01-03
1280.2781,1331.4892,420,1.04,put,0.21179964865752707,160.4202431246368,2012-01-03
1280.2781,1344.292,420,1.05,call,0.2079174399172123,74.84790865842054,2012-01-03
1280.2781,1344.292,420,1.05,put,0.20791743991721237,166.78520803011062,2012-01-03
1280.2781,1357.0948,420,1.06,call,0.20403774557557078,68.67220183589457,2012-01-03
1280.2781,1357.0948,420,1.06,put,0.2040377455755708,173.3890562563776,2012-01-03
1280.2781,1369.8976,420,1.07,call,0.20016652856793773,62.74637490547543,2012-01-03
1280.2781,1369.8976,420,1.07,put,0.2001665285679377,180.24278437475112,2012-01-03
1280.2781,1382.7003,420,1.08,call,0.19631180615216753,57.08171769528233,2012-01-03
1280.2781,1382.7003,420,1.08,put,0.19631180615216753,187.35768221335093,2012-01-03
1280.2781,1395.5031,420,1.09,call,0.19248328221405653,51.68963050858762,2012-01-03
1280.2781,1395.5031,420,1.09,put,0.19248328221405656,194.74515007544915,2012-01-03
1280.2781,1408.3059,420,1.1,call,0.18869186006112668,46.581364048351,2012-01-03
1280.2781,1408.3059,420,1.1,put,0.1886918600611265,202.4164386640052,2012-01-03
1280.2781,1421.1087,420,1.11,call,0.1849510897440456,41.76766678753157,2012-01-03
1280.2781,1421.1087,420,1.11,put,0.18495108974404548,210.38229645197868,2012-01-03
1280.2781,1433.9115,420,1.12,call,0.18127629327830688,37.258328683746946,2012-01-03
1280.2781,1433.9115,420,1.12,put,0.18127629327830716,218.65251339698696,2012-01-03
1280.2781,1446.7143,420,1.13,call,0.1776844022032152,33.061619983621476,2012-01-03
1280.2781,1446.7143,420,1.13,put,0.17768440220321494,227.23535974565397,2012-01-03
1280.2781,1459.517,420,1.14,call,0.17419438366088016,29.183641269829742,2012-01-03
1280.2781,1459.517,420,1.14,put,0.1741943836608802,236.13693608065515,2012-01-03
1280.2781,1472.3198,420,1.15,call,0.17082552704836332,25.627626286649484,2012-01-03
1280.2781,1472.3198,420,1.15,put,0.1708255270483632,245.36047614626756,2012-01-03
1280.2781,1485.1226,420,1.16,call,0.16759852659397761,22.3932695233476,2012-01-03
1280.2781,1485.1226,420,1.16,put,0.16759852659397856,254.9056744317586,2012-01-03
1280.2781,1497.9254,420,1.17,call,0.16453271753284934,19.476178144210117,2012-01-03
1280.2781,1497.9254,420,1.17,put,0.16453271753285006,264.7681381014138,2012-01-03
1280.2781,1510.7282,420,1.18,call,0.16164485042389679,16.867560108348165,2012-01-03
1280.2781,1510.7282,420,1.18,put,0.16164485042389629,274.93907511434475,2012-01-03
1280.2781,1523.5309,420,1.19,call,0.15895046296105783,14.554244345590044,2012-01-03
1280.2781,1523.5309,420,1.19,put,0.1589504629610576,285.40531440037955,2012-01-03
1280.2781,1536.3337,420,1.2,call,0.15645909260775975,12.519079106107258,2012-01-03
1280.2781,1536.3337,420,1.2,put,0.15645909260775978,296.14970420968945,2012-01-03
1280.2781,960.2086,450,0.75,call,0.3184077968580509,339.995037945494,2012-01-03
1280.2781,960.2086,450,0.75,put,0.318407796858051,50.56234755935828,2012-01-03
1280.2781,973.0114,450,0.76,call,0.31490719917288557,329.6300462034387,2012-01-03
1280.2781,973.0114,450,0.76,put,0.3149071991728856,52.975253482794706,2012-01-03
1280.2781,985.8141,450,0.77,call,0.3114063988897202,319.35026337488375,2012-01-03
1280.2781,985.8141,450,0.77,put,0.31140639888972,55.473368319731534,2012-01-03
1280.2781,998.6169,450,0.78,call,0.3079037669831233,309.1579776762014,2012-01-03
1280.2781,998.6169,450,0.78,put,0.3079037669831235,58.0589802865409,2012-01-03
1280.2781,1011.4197,450,0.79,call,0.3043990808724693,299.05555662230563,2012-01-03
1280.2781,1011.4197,450,0.79,put,0.3043990808724693,60.734456898136855,2012-01-03
1280.2781,1024.2225,450,0.8,call,0.3008910230915749,289.04545328448654,2012-01-03
1280.2781,1024.2225,450,0.8,put,0.3008910230915747,63.50225122580958,2012-01-03
1280.2781,1037.0253,450,0.81,call,0.2973786735871358,279.13021317402263,2012-01-03
1280.2781,1037.0253,450,0.81,put,0.2973786735871364,66.36490878083723,2012-01-03
1280.2781,1049.828,450,0.82,call,0.29386127444068116,269.31248181182355,2012-01-03
1280.2781,1049.828,450,0.82,put,0.29386127444068116,69.32507508412975,2012-01-03
1280.2781,1062.6308,450,0.83,call,0.29033729814238163,259.5950130484315,2012-01-03
1280.2781,1062.6308,450,0.83,put,0.2903372981423818,72.38550398622954,2012-01-03
1280.2781,1075.4336,450,0.84,call,0.2868065687641561,249.98067820259035,2012-01-03
1280.2781,1075.4336,450,0.84,put,0.2868065687641556,75.5490668058802,2012-01-03
1280.2781,1088.2364,450,0.85,call,0.2832678484565121,240.47247609003992,2012-01-03
1280.2781,1088.2364,450,0.85,put,0.283267848456512,78.81876235882136,2012-01-03
1280.2781,1101.0392,450,0.86,call,0.2797203021797709,231.0735440169154,2012-01-03
1280.2781,1101.0392,450,0.86,put,0.27972030217977073,82.19772795118867,2012-01-03
1280.2781,1113.8419,450,0.87,call,0.2761631133881544,221.7871698137808,2012-01-03
1280.2781,1113.8419,450,0.87,put,0.2761631133881544,85.68925141354565,2012-01-03
1280.2781,1126.6447,450,0.88,call,0.27259567072125035,212.6168049863499,2012-01-03
1280.2781,1126.6447,450,0.88,put,0.2725956707212502,89.2967842516066,2012-01-03
1280.2781,1139.4475,450,0.89,call,0.2690166139784231,203.56607905665393,2012-01-03
1280.2781,1139.4475,450,0.89,put,0.2690166139784232,93.02395598740245,2012-01-03
1280.2781,1152.2503,450,0.9,call,0.2654259282038029,194.6388151628103,2012-01-03
1280.2781,1152.2503,450,0.9,put,0.2654259282038028,96.87458975905038,2012-01-03
1280.2781,1165.0531,450,0.91,call,0.26182265991372666,185.83904697530855,2012-01-03
1280.2781,1165.0531,450,0.91,put,0.2618226599137268,100.85271923704045,2012-01-03
1280.2781,1177.8559,450,0.92,call,0.25820627846163924,177.17103697105284,2012-01-03
1280.2781,1177.8559,450,0.92,put,0.2582062784616391,104.96260689827659,2012-01-03
1280.2781,1190.6586,450,0.93,call,0.2545763042362937,168.63929608081355,2012-01-03
1280.2781,1190.6586,450,0.93,put,0.2545763042362937,109.20876367352888,2012-01-03
1280.2781,1203.4614,450,0.94,call,0.2509323640134929,160.24860468789592,2012-01-03
1280.2781,1203.4614,450,0.94,put,0.250932364013493,113.59596994610284,2012-01-03
1280.2781,1216.2642,450,0.95,call,0.24727421225052162,152.00403490124975,2012-01-03
1280.2781,1216.2642,450,0.95,put,0.2472742122505217,118.1292978249485,2012-01-03
1280.2781,1229.067,450,0.96,call,0.24360175551603702,143.91097394880975,2012-01-03
1280.2781,1229.067,450,0.96,put,0.243601755516037,122.81413453800009,2012-01-03
1280.2781,1241.8698,450,0.97,call,0.23991508384716662,135.97514842850762,2012-01-03
1280.2781,1241.8698,450,0.97,put,0.2399150838471665,127.65620668318978,2012-01-03
1280.2781,1254.6725,450,0.98,call,0.23621450547385056,128.2026473010088,2012-01-03
1280.2781,1254.6725,450,0.98,put,0.23621450547385017,132.66160322118276,2012-01-03
1280.2781,1267.4753,450,0.99,call,0.23250059993744082,120.59995320890964,2012-01-03
1280.2781,1267.4753,450,0.99,put,0.23250059993744088,137.8368067945752,2012-01-03
1280.2781,1280.2781,450,1.0,call,0.22877425041484412,113.17395575905661,2012-01-03
1280.2781,1280.2781,450,1.0,put,0.22877425041484428,143.18870701021402,2012-01-03
1280.2781,1293.0809,450,1.01,call,0.22503666268272754,105.93197939059688,2012-01-03
1280.2781,1293.0809,450,1.01,put,0.2250366626827277,148.7246283072461,2012-01-03
1280.2781,1305.8837,450,1.02,call,0.22128971813046966,98.88179867279496,2012-01-03
1280.2781,1305.8837,450,1.02,put,0.22128971813046977,154.45234525493575,2012-01-03
1280.2781,1318.6864,450,1.03,call,0.21753550995779883,92.03164873387556,2012-01-03
1280.2781,1318.6864,450,1.03,put,0.21753550995779883,160.38009298150817,2012-01-03
1280.2781,1331.4892,450,1.04,call,0.2137768905890579,85.39022585062179,2012-01-03
1280.2781,1331.4892,450,1.04,put,0.21377689058905774,166.51656776374622,2012-01-03
1280.2781,1344.292,450,1.05,call,0.21001748467283246,78.9666738419661,2012-01-03
1280.2781,1344.292,450,1.05,put,0.21001748467283243,172.87091342058213,2012-01-03
1280.2781,1357.0948,450,1.06,call,0.2062619383422333,72.770550597938,2012-01-03
1280.2781,1357.0948,450,1.06,put,0.20626193834223355,179.45268784204586,2012-01-03
1280.2781,1369.8976,450,1.07,call,0.2025155518658966,66.81176754404275,2012-01-03
1280.2781,1369.8976,450,1.07,put,0.20251555186589668,186.2718024536422,2012-01-03
1280.2781,1382.7003,450,1.08,call,0.19878503277222206,61.10049318002865,2012-01-03
1280.2781,1382.7003,450,1.08,put,0.19878503277222204,193.3384257551199,2012-01-03
1280.2781,1395.5031,450,1.09,call,0.19507824593650322,55.64701025328396,2012-01-03
1280.2781,1395.5031,450,1.09,put,0.19507824593650347,200.66284049386704,2012-01-03
1280.2781,1408.3059,450,1.1,call,0.19140496405168358,50.46151503589961,2012-01-03
1280.2781,1408.3059,450,1.1,put,0.1914049640516837,208.2552429419743,2012-01-03
1280.2781,1421.1087,450,1.11,call,0.1877757992025847,45.55384724769492,2012-01-03
1280.2781,1421.1087,450,1.11,put,0.18777579920258483,216.12547281926143,2012-01-03
1280.2781,1433.9115,450,1.12,call,0.18420374305819173,40.933141406445515,2012-01-03
1280.2781,1433.9115,450,1.12,put,0.18420374305819195,224.28266464350384,2012-01-03
1280.2781,1446.7143,450,1.13,call,0.1807023441876729,36.607396071816034,2012-01-03
1280.2781,1446.7143,450,1.13,put,0.1807023441876729,232.7348169743657,2012-01-03
1280.2781,1459.517,450,1.14,call,0.17728792310765287,32.58296787907577,2012-01-03
1280.2781,1459.517,450,1.14,put,0.177287923107653,241.48828644711728,2012-01-03
1280.2781,1472.3198,450,1.15,call,0.17397700848984132,28.864013137630206,2012-01-03
1280.2781,1472.3198,450,1.15,put,0.1739770084898415,250.5472293711633,2012-01-03
1280.2781,1485.1226,450,1.16,call,0.1707869147208002,25.45192021121224,2012-01-03
1280.2781,1485.1226,450,1.16,put,0.17078691472079996,259.91303411023716,2012-01-03
1280.2781,1497.9254,450,1.17,call,0.1677352002077585,22.34479730176124,2012-01-03
1280.2781,1497.9254,450,1.17,put,0.16773520020775867,269.58380886627776,2012-01-03
1280.2781,1510.7282,450,1.18,call,0.16483784567350937,19.537095829070328,2012-01-03
1280.2781,1510.7282,450,1.18,put,0.16483784567351017,279.55400505907863,2012-01-03
1280.2781,1523.5309,450,1.19,call,0.16210932714839904,17.019450604627416,2012-01-03
1280.2781,1523.5309,450,1.19,put,0.1621093271483986,289.81425750012755,2012-01-03
1280.2781,1536.3337,450,1.2,call,0.1595612552623772,14.778797464701785,2012-01-03
1280.2781,1536.3337,450,1.2,put,0.1595612552623777,300.35150202569355,2012-01-03
1280.2781,960.2086,480,0.75,call,0.3182229589766443,342.06717307196436,2012-01-03
1280.2781,960.2086,480,0.75,put,0.31822295897664465,54.64749327981389,2012-01-03
1280.2781,973.0114,480,0.76,call,0.3147669123026416,331.8000414161944,2012-01-03
1280.2781,973.0114,480,0.76,put,0.31476691230264175,57.15660212118094,2012-01-03
1280.2781,985.8141,480,0.77,call,0.3113122315587672,321.6174642966825,2012-01-03
1280.2781,985.8141,480,0.77,put,0.3113122315587673,59.75026549880612,2012-01-03
1280.2781,998.6169,480,0.78,call,0.3078574079678702,311.5216168299833,2012-01-03
1280.2781,998.6169,480,0.78,put,0.30785740796787,62.43065852924398,2012-01-03
1280.2781,1011.4197,480,0.79,call,0.3044016523475509,301.5147503615762,2012-01-03
1280.2781,1011.4197,480,0.79,put,0.3044016523475508,65.20003255797391,2012-01-03
1280.2781,1024.2225,480,0.8,call,0.30094410224932255,291.59919837207826,2012-01-03
1280.2781,1024.2225,480,0.8,put,0.3009441022493223,68.06072106561307,2012-01-03
1280.2781,1037.0253,480,0.81,call,0.297484059140417,281.77738293113,2012-01-03
1280.2781,1037.0253,480,0.81,put,0.29748405914041715,71.01514612180168,2012-01-03
1280.2781,1049.828,480,0.82,call,0.29402007859366863,272.0518217461204,2012-01-03
1280.2781,1049.828,480,0.82,put,0.2940200785936689,74.06582543392905,2012-01-03
1280.2781,1062.6308,480,0.83,call,0.290552049525152,262.425135855385,2012-01-03
1280.2781,1062.6308,480,0.83,put,0.2905520495251519,77.21538004033077,2012-01-03
1280.2781,1075.4336,480,0.84,call,0.28707880165816685,252.90005801762112,2012-01-03
1280.2781,1075.4336,480,0.84,put,0.28707880165816696,80.46654269970401,2012-01-03
1280.2781,1088.2364,480,0.85,call,0.283599569197919,243.47944185088997,2012-01-03
1280.2781,1088.2364,480,0.85,put,0.28359956919791923,83.82216703010977,2012-01-03
1280.2781,1101.0392,480,0.86,call,0.28011360737816465,234.1662717753912,2012-01-03
1280.2781,1101.0392,480,0.86,put,0.2801136073781644,87.28523745174815,2012-01-03
1280.2781,1113.8419,480,0.87,call,0.2766202514648141,224.9636738139542,2012-01-03
1280.2781,1113.8419,480,0.87,put,0.2766202514648139,90.85887998744802,2012-01-03
1280.2781,1126.6447,480,0.88,call,0.27311853496135663,215.87492730232918,2012-01-03
1280.2781,1126.6447,480,0.88,put,0.27311853496135646,94.54637397296015,2012-01-03
1280.2781,1139.4475,480,0.89,call,0.26960821383068645,206.90347755739234,2012-01-03
1280.2781,1139.4475,480,0.89,put,0.2696082138306865,98.35116472516043,2012-01-03
1280.2781,1152.2503,480,0.9,call,0.2660883133341107,198.05294954433992,2012-01-03
1280.2781,1152.2503,480,0.9,put,0.26608831333411065,102.27687720924493,2012-01-03
1280.2781,1165.0531,480,0.91,call,0.26255870248883323,189.32716257285,2012-01-03
1280.2781,1165.0531,480,0.91,put,0.26255870248883323,106.32733073489212,2012-01-03
1280.2781,1177.8559,480,0.92,call,0.2590185704313057,180.7301460354659,2012-01-03
1280.2781,1177.8559,480,0.92,put,0.2590185704313057,110.50655469464517,2012-01-03
1280.2781,1190.6586,480,0.93,call,0.2554676546083039,172.26615617715566,2012-01-03
1280.2781,1190.6586,480,0.93,put,0.25546765460830384,114.81880533347184,2012-01-03
1280.2781,1203.4614,480,0.94,call,0.25190567626485216,163.93969385044343,2012-01-03
1280.2781,1203.4614,480,0.94,put,0.25190567626485244,119.26858350389651,2012-01-03
1280.2781,1216.2642,480,0.95,call,0.2483324753518499,155.75552316219677,2012-01-03
1280.2781,1216.2642,480,0.95,put,0.24833247535184982,123.86065331278698,2012-01-03
1280.2781,1229.067,480,0.96,call,0.24474803082693783,147.7186908514279,2012-01-03
1280.2781,1229.067,480,0.96,put,0.24474803082693797,128.600061499155,2012-01-03
1280.2781,1241.8698,480,0.97,call,0.24115248890880814,139.8345461461785,2012-01-03
