date,reason,detail,iv_rmse,n_maturities,n_strikes,n_cells
2013-08-08,pegged,calibration rejected (boundary-pegged),0.008028048400574528,14.0,136.0,471.0
2013-08-14,pegged,calibration rejected (boundary-pegged),0.008128047881941547,13.0,116.0,462.0
2013-08-29,pegged,calibration rejected (boundary-pegged),0.008504388783560171,13.0,112.0,497.0
2013-09-12,pegged,calibration rejected (boundary-pegged),0.007523512386713948,12.0,121.0,471.0
2013-09-19,pegged,calibration rejected (boundary-pegged),0.011889671542083423,12.0,111.0,479.0
2013-09-20,pegged,calibration rejected (boundary-pegged),0.008623764094913569,10.0,147.0,493.0
2013-09-23,pegged,calibration rejected (boundary-pegged),0.008143957899160639,11.0,124.0,445.0
2013-09-24,pegged,calibration rejected (boundary-pegged),0.009091335923391713,11.0,136.0,481.0
2013-09-25,pegged,calibration rejected (boundary-pegged),0.010532058451637625,13.0,142.0,475.0
2013-09-26,pegged,calibration rejected (boundary-pegged),0.011627021123748464,13.0,142.0,486.0
2013-09-27,pegged,calibration rejected (boundary-pegged),0.00854358515365566,11.0,112.0,386.0
2013-09-30,pegged,calibration rejected (boundary-pegged),0.007872357716089616,11.0,125.0,465.0
2013-10-01,pegged,calibration rejected (boundary-pegged),0.007079535348386407,11.0,118.0,482.0
2013-10-02,pegged,calibration rejected (boundary-pegged),0.0071656614500774365,10.0,129.0,450.0
2013-10-03,pegged,calibration rejected (boundary-pegged),0.008673433622873405,12.0,132.0,536.0
2013-10-04,pegged,calibration rejected (boundary-pegged),0.00835367018592199,13.0,141.0,531.0
2013-10-07,pegged,calibration rejected (boundary-pegged),0.0065252751136836646,12.0,119.0,477.0
2013-10-08,pegged,calibration rejected (boundary-pegged),0.008815389965006633,12.0,150.0,604.0
2013-10-09,pegged,calibration rejected (boundary-pegged),0.008625417529963023,11.0,155.0,601.0
2013-10-10,pegged,calibration rejected (boundary-pegged),0.008547393168793382,11.0,135.0,530.0
2013-10-11,pegged,calibration rejected (boundary-pegged),0.008713806636985613,10.0,125.0,401.0
2013-10-14,pegged,calibration rejected (boundary-pegged),0.011604743365154173,11.0,115.0,390.0
