date,spot_price,risk_free_rate,dividend_rate,theta,kappa,rho,eta,v0,feller,iv_rmse,rmse,n_helpers,accepted,n_maturities,n_strikes,contracts_count,total_volume,spot_min,spot_max,spot_range_pct,high_move,calculation_date
2012-01-04,1274.1283,0.001578,0.020857999999999998,0.1448547960099279,1.481924004147121,-0.7442923584835459,1.3606320498559459,0.049764938060348304,-1.4219919764492996,0.0145428164428369,0.3176764016219779,340,True,10,107,340,226712,1268.15,1278.73,0.008342861648858557,False,2012-01-04 16:14:58.707
2012-01-03,1280.3824,0.001578,0.020857999999999998,0.14310121331529746,1.4387065124873244,-0.7441086489956141,1.3162492767354992,0.050072114320473475,-1.320750863423612,0.01325496523794273,0.27515508678791445,370,True,11,113,370,332384,1258.86,1284.62,0.02046295854979907,False,2012-01-03 16:19:32.942
2012-01-05,1274.731,0.001776,0.020865,0.14339707863260753,1.5978772436413058,-0.7339146768813726,1.3931321154420495,0.04395933369839433,-1.482555233572667,0.013584475155586254,0.30429983713664005,333,True,8,107,333,276393,1265.31,1283.05,0.014020279615272191,False,2012-01-05 16:18:55.947
2012-01-09,1279.0535,0.001675,0.020933999999999998,0.13466819477836064,1.458409865170336,-0.7974977878683822,1.2111000666800462,0.04407853909590796,-1.0739605239335295,0.0072924254918546195,0.13077134631996776,223,True,7,93,223,234730,1274.75,1281.95,0.005648166307119062,False,2012-01-09 16:16:15.534
2012-01-10,1293.0412,0.0015229999999999998,0.020710000000000003,0.12892675561840683,1.4708102814763468,-0.7472530481915477,1.2766677994936593,0.03876514166598828,-1.2506270748220998,0.009405354398613223,0.21602320583414256,245,True,7,100,245,302943,1280.77,1296.3,0.012125518242932065,False,2012-01-10 16:15:08.454
2012-01-11,1289.269,0.001675,0.020712,0.11531949372747446,1.8538627245393562,-0.7868633174528423,1.3103086096125158,0.042816677359712216,-1.2893356307564543,0.008863403096696764,0.17618674312652696,232,True,8,96,232,235676,1285.41,1293.79,0.006519320683672891,False,2012-01-11 16:17:04.080
2012-01-12,1291.4098,0.001675,0.020712,0.13526314719973873,1.2524302577386566,-0.7958633425644873,1.1084695247668037,0.04452487042627235,-0.8898893707169225,0.008153975928275105,0.15318859730160572,266,True,9,97,266,288675,1285.77,1296.66,0.008469632982570863,False,2012-01-12 16:14:58.635
2012-01-13,1284.3522,0.000967,0.020777999999999998,0.1390061629160449,1.4477239657039658,-0.8022550653257169,1.1673147852106724,0.04432193902769258,-0.9601387009032223,0.0076604187697423,0.14712519176748134,254,True,7,99,254,178159,1277.58,1294.82,0.013494262590209694,False,2012-01-13 16:16:13.565
2012-01-17,1297.3128,0.000967,0.020705,0.10376066119908622,2.7323123816732577,-0.762353411410064,1.5663612061982106,0.042923080965323025,-1.8864743496329788,0.009765914250609286,0.39194895629111515,281,True,8,102,281,283916,1290.97,1302.92,0.009256605498191295,False,2012-01-17 16:19:52.232
2012-01-18,1298.6547,0.001017,0.020491000000000002,0.10803824789201034,2.5279504268472515,-0.7506605454448607,1.7481386979645805,0.04975316744927134,-2.5097582375724254,0.009958883671575715,0.21665062500538299,313,True,9,107,313,678202,1291.14,1308.04,0.013089207986740403,False,2012-01-18 16:14:58.089
2012-01-19,1313.1668,0.001017,0.020395,0.11193345035825483,2.814700893605683,-0.7202353511261071,1.9230340871457445,0.033595157733282505,-3.067941734828972,0.008704198102105914,0.16458387405104452,243,True,8,91,243,359925,1308.07,1315.47,0.0056571895999451005,False,2012-01-19 16:19:09.254
2012-01-20,1311.6792,0.001017,0.020383,0.1090870101403236,3.111218277102087,-0.6987301479687055,1.9615323720980429,0.027070705832338234,-3.1688222473025838,0.009521186595968852,0.24934913546874635,241,True,7,95,241,434863,1309.2,1315.38,0.004720439963336487,False,2012-01-20 16:16:15.514
2012-01-27,1315.6682,0.0010680000000000002,0.020481,0.10800392713606531,2.2526510615719175,-0.6603775486802865,1.626614814575621,0.026811839418456922,-2.1592854327628945,0.010741561816274373,0.24422065202423976,293,True,9,94,293,274444,1311.72,1319.99,0.006304699173604211,False,2012-01-27 16:19:45.886
2012-01-30,1307.1162,0.001119,0.020534,0.08964312232896633,3.7880476899469397,-0.6575443782747072,1.96066251545997,0.03033673909881261,-3.1650526546140734,0.01125780455103372,0.3010387377907478,327,True,8,103,327,256070,1300.54,1316.16,0.01201039568179385,False,2012-01-30 16:19:16.467
2012-02-06,1341.6754,0.001527,0.020125,0.10238615552414566,1.8995066688461208,-0.6876608154708576,1.4682839057652834,0.026164631253942135,-1.7668912574980942,0.008748520123276012,0.17453686192691453,207,True,9,81,207,170856,1337.52,1344.33,0.005091512650278185,False,2012-02-06 16:18:29
