date,spot_price,risk_free_rate,dividend_rate,theta,kappa,rho,eta,v0,lambda_,nu,delta,feller,iv_rmse,rmse,n_helpers,accepted,n_maturities,n_strikes,contracts_count,total_volume,spot_min,spot_max,spot_range_pct,high_move,calculation_date
2012-03-07,1350.6763,0.00198,0.020265,0.07794024984814624,1.7142367904106455,-0.8345656659841368,0.9667506149104168,0.02995622506551484,0.10154437586851772,-0.25873072719160034,0.2663322959060823,-0.667390663942689,0.011766126323985937,0.16005504709577875,292,True,8,109,292,216655,1343.39,1354.85,0.008530657515687823,False,2012-03-07 16:15:21.496
2012-03-08,1363.1503,0.001573,0.020146999999999998,0.07804523694181109,1.765541174696228,-0.8279268292788358,0.8920944069177218,0.023422542756536983,0.04039406418407681,-0.49999986365192,0.4928343793009584,-0.5202482722345005,0.009219566743273245,0.13995333381703576,289,True,8,102,289,203499,1352.65,1368.71,0.01187299005655551,False,2012-03-08 16:19:35.864
2012-03-09,1372.4632,0.001573,0.019995,0.0805829591988383,1.3628745679254297,-0.8422572557910275,0.7792198529498823,0.02136157520531835,0.06773395219080926,-0.2950741113387355,0.3234570599758206,-0.3875346478306976,0.011545803376414797,0.17311497654494137,261,True,9,91,261,189407,1365.97,1374.75,0.0064276667862397385,False,2012-03-09 16:15:10.626
2012-03-12,1369.6579,0.001675,0.020005000000000002,0.06220670363501609,1.6956181680788067,-0.7943007324491822,0.8623295020769544,0.023487517730793418,0.0739764916979407,-0.29288919243396344,0.3251608331384039,-0.5326545364326335,0.013730249419613705,0.18663638380967898,248,True,9,89,248,243819,1366.72,1372.91,0.004529091547647024,False,2012-03-12 16:15:11.433
2012-03-13,1383.4884,0.001878,0.01968,0.12949958827392982,0.40505363999370914,-0.8465438855241011,0.5309552410140624,0.020067167811476046,0.15535018598725037,-0.19798860744792743,0.21884336639170193,-0.1770049087442173,0.012244930012755558,0.19882562839626805,430,True,10,119,430,442631,1371.92,1396.13,0.017646801562773318,False,2012-03-13 16:19:00.180
2012-03-15,1398.9362,0.001929,0.019656,0.20084743131753074,0.1840273001021506,-0.916598718998438,0.38123167727463764,0.020330266457792345,0.2504423903592647,-0.14673536639403392,0.18213458554841183,-0.07141477072199885,0.01430202860521576,0.22412216616219097,385,True,10,115,385,377224,1392.89,1402.63,0.0069926555578689875,False,2012-03-15 16:19:51.409
2012-03-19,1409.9642,0.00198,0.019481,0.08242344857530035,2.2619340046483187,-0.8596385634308561,1.1275942473204241,0.019491438907550576,0.10228452353523951,0.0709078244978135,0.08234119036272158,-0.898595984364406,0.008364229020543339,0.14355740646509527,369,True,12,110,369,374196,1402.47,1413.92,0.008164167504474351,False,2012-03-19 16:19:26.893
2012-03-20,1403.3356,0.00198,0.01954,0.04965610604857662,1.6924251591162873,-0.7714010453558063,0.6047240855262618,0.019304946530526685,0.05869999081739222,-0.4999999724107194,0.42163509061473625,-0.1976127332548585,0.009639960495092852,0.15327716835075103,309,True,9,103,309,298243,1397.68,1409.59,0.008521263808596968,False,2012-03-20 16:17:06.929
2012-03-21,1404.7461,0.001878,0.01958,0.06776563331603645,3.463924133268785,-0.8030501586019729,1.4476238501292733,0.0163551469460557,0.022584348892633565,0.11061804423806616,0.12845654930391992,-1.6261447861637768,0.01378585860432573,0.20628259774025828,272,True,9,100,272,539274,1400.64,1407.68,0.0050262737034498794,False,2012-03-21 16:19:14.990
2012-03-22,1392.6789,0.001827,0.019764999999999998,0.05029113480101742,1.4454537998077215,-0.789114877238511,0.5468382723408594,0.021315685268081266,0.050939902278124526,-0.49999998668545464,0.4346697727030891,-0.15364507230718993,0.009655166227206276,0.15409354342409548,302,True,11,99,302,337154,1388.83,1402.89,0.010123629241880039,False,2012-03-22 16:18:08.628
